locality_token,species_latin_name,species_common_name,project_accessions,source_family,source_releases,record_modalities,review_strengths,provenance_qualities,original_location_text,locality,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_evidence_class,chronology_precision_posture,nordic_inclusion,nordic_inclusion_reason,interpretation_note
equus_caballus:locality:prjeb22390:botaig,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Botai G,Botai G,,,,,,unknown,5500 BP,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:botaii,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Botai I,Botai I,,,,,,unknown,5500 BP,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:botaik,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Botai K,Botai K,,,,,,unknown,5500 BP,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:botailm,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Botai LM,Botai LM,,,,,,unknown,5500 BP,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:botaip,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Botai P,Botai P,,,,,,unknown,5500 BP,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:botaipetrous,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Botai Petrous,Botai Petrous,,,,,,unknown,5500 BP,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:botair,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Botai R,Botai R,,,,,,unknown,5500 BP,5500,5500,5500,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:dunaujvaros,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Dunaujvaros,Dunaujvaros,,,,,,unknown,4077 BP,4077,4077,4077,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:fmontauban,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,FMontauban,FMontauban,,,,,,unknown,1872 BP,1872,1872,1872,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:garbovat,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Garbovat,Garbovat,,,,,,unknown,3574 BP,3574,3574,3574,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:golmodii,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,GolModII,GolModII,,,,,,unknown,3101 BP,3101,3101,3101,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:grigorevka4,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Grigorevka4,Grigorevka4,,,,,,unknown,1192 BP,1192,1192,1192,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:haunstetten,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Haunstetten,Haunstetten,,,,,,unknown,1979 BP,1979,1979,1979,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:ridala,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Ridala,Ridala,,,,,,unknown,2717 BP,2717,2717,2717,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:shahriqumis,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,ShahrIQumis,ShahrIQumis,,,,,,unknown,1694 BP,1694,1694,1694,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:syrgal,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Syrgal,Syrgal,,,,,,unknown,2317 BP,2317,2317,2317,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:tachtiperda,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,TachtiPerda,TachtiPerda,,,,,,unknown,3604 BP,3604,3604,3604,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:tepehasanlu,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,TepeHasanlu,TepeHasanlu,,,,,,unknown,2886 BP,2886,2886,2886,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:uushgiinuvur,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,UushgiinUvur,UushgiinUvur,,,,,,unknown,3039-3123 BP,3039,3123,3081,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:yenikapi,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Yenikapi,Yenikapi,,,,,,unknown,1695 BP,1695,1695,1695,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb22390:zhanaturmus,Equus caballus,horse,PRJEB22390,ENA,PRJEB22390,archive_reads,primary_paper_pinned,primary_paper_pinned,Zhanaturmus,Zhanaturmus,,,,,,unknown,1143 BP,1143,1143,1143,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:actiparc:france,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Actiparc,Actiparc,France,50.31503,2.821797,50.31503,2.8217970000000001,exact,2127-2319 BP,2127,2319,2223,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:alcovadesantarm:portugal,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Alcáçova de Santarém,Alcáçova de Santarém,Portugal,39.241,-8.692,39.241,-8.6920000000000002,exact,817-1217 BP,817,1217,1017,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:altata:russia,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Altata,Altata,Russia,51.07,48.44,51.07,48.44,exact,2143 BP,2143,2143,2143,mixed_radiocarbon_and_archaeological_context,archaeological_context_date,contextual_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:arzhani:russia,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Arzhan I,Arzhan I,Russia,52.0588889,93.6038889,52.058888899999999,93.603888900000001,exact,2717-2817 BP,2717,2817,2767,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:arzhanii:russia,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Arzhan II,Arzhan II,Russia,52.0588889,93.6038889,52.058888899999999,93.603888900000001,exact,2500-2667 BP,2500,2667,2584,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:augustarauricainsula8:switzerland,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Augusta Raurica - Insula 8,Augusta Raurica - Insula 8,Switzerland,47.5331782,7.7220154,47.533178200000002,7.7220154000000001,exact,1717-1917 BP,1717,1917,1817,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:augustarauricaschmidmatt:switzerland,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Augusta Raurica - Schmidmatt,Augusta Raurica - Schmidmatt,Switzerland,47.536085,7.7220154,47.536085,7.7220154000000001,exact,1617-1887 BP,1617,1887,1752,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:balagansk:russia,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Balagansk,Balagansk,Russia,47.66666667,8.85,47.666666669999998,8.85,exact,1817-2217 BP,1817,2217,2017,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:bapskagradac:croatia,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Bapska Gradac,Bapska Gradac,Croatia,45.1973255,19.2624907,45.197325499999998,19.262490700000001,exact,1305 BP,1305,1305,1305,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:batagai:russia,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Batagai,Batagai,Russia,67.5666667,134.766666666666,67.566666699999999,134.766666666666,exact,5155 BP,5155,5155,5155,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:bateni:russia,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Bateni,Bateni,Russia,54.6236111,90.945,54.623611099999998,90.944999999999993,exact,3318-3350 BP,3318,3350,3334,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:beauvaislamaladreriesaintlazare:france,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,"Beauvais, la Maladrerie Saint-Lazare","Beauvais, la Maladrerie Saint-Lazare",France,49.415371,2.101307,49.415371,2.1013069999999998,exact,317-517 BP,317,517,417,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:beauvaisvilliersdelisleadam:france,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,"Beauvais, VIlliers-de-l'Isle Adam","Beauvais, VIlliers-de-l'Isle Adam",France,49.415371,2.101307,49.415371,2.1013069999999998,exact,417-517 BP,417,517,467,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:belgheis:iran,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Belgheis,Belgheis,Iran,37.0424531,57.4715652,37.042453100000003,57.471565200000001,exact,485 BP,485,485,485,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:belkaragay:kazakhstan,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Belkaragay,Belkaragay,Kazakhstan,51.52,62.55,51.52,62.55,exact,2143 BP,2143,2143,2143,mixed_radiocarbon_and_archaeological_context,archaeological_context_date,contextual_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:berel:kazakhstan,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Berel',Berel',Kazakhstan,49.3737353,86.4272922,49.3737353,86.427292199999997,exact,2300 BP,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:berufjordur:iceland,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Berufjordur,Berufjordur,Iceland,65.53,-22.117,65.53,-22.117000000000001,exact,917-1217 BP,917,1217,1067,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,true,This locality falls inside the Nordic publication footprint through direct Iceland sample evidence.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:borly4:kazakhstan,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Borly 4,Borly 4,Kazakhstan,52.2873032,76.9674023,52.287303199999997,76.967402300000003,exact,4974-5015 BP,4974,5015,4994,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:botai:kazakhstan,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Botai,Botai,Kazakhstan,53.3039424,67.6457864,53.303942399999997,67.645786400000006,exact,4692-5500 BP,4692,5500,5096,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:boveschemindeglisy:france,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,"Boves, chemin de Glisy","Boves, chemin de Glisy",France,49.8534339,2.3969306,49.853433899999999,2.3969306000000001,exact,1617-1817 BP,1617,1817,1717,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:bozadyr:kyrgyzstan,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Boz-Adyr,Boz-Adyr,Kyrgyzstan,39.9983333,71.0733333,39.998333299999999,71.073333300000002,exact,1217 BP,1217,1217,1217,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:broughofdeerness:unitedkingdom,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Brough Of Deerness,Brough Of Deerness,United Kingdom,58.964099,-2.704933,58.964098999999997,-2.704933,exact,1317-1517 BP,1317,1517,1417,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:bruszcewo:poland,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Bruszcewo,Bruszcewo,Poland,52.007,16.562,52.006999999999998,16.562000000000001,exact,3617-4217 BP,3617,4217,3917,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:caminodelasyeserasmadrid:spain,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,"Camino de las Yeseras, Madrid","Camino de las Yeseras, Madrid",Spain,40.4421,-3.49408,40.442100000000003,-3.4940799999999999,exact,4496-4861 BP,4496,4861,4678,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:cantorella:spain,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Cantorella,Cantorella,Spain,41.552778,1.039444,41.552778000000004,1.039444,exact,4791 BP,4791,4791,4791,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:capesterrebelleeau:guadeloupefrance,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Capesterre-Belle-Eau,Capesterre-Belle-Eau,Guadeloupe (France),16.049578,-61.569156,16.049578,-61.569156,exact,317-517 BP,317,517,417,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:capote:spain,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,Capote,Capote,Spain,38.0982811,-6.693194,38.098281100000001,-6.6931940000000001,exact,2117-2217 BP,2117,2217,2167,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
equus_caballus:locality:prjeb31613:chartresboulevarddelacourtille:france,Equus caballus,horse,PRJEB31613,ENA,PRJEB31613,archive_reads,primary_paper_pinned,primary_paper_pinned,"Chartres, boulevard de la Courtille","Chartres, boulevard de la Courtille",France,48.442396,1.494154,48.442396000000002,1.494154,exact,1917 BP,1917,1917,1917,mixed_radiocarbon_and_archaeological_context,direct_radiocarbon_date,sample_precise_point,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
