stable_sample_id,project_accession,sample_basis,sample_evidence_status,sample_identity_resolution,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,sample_lineage_path,sample_lineage_locator,inclusion_status,species_latin_name,species_common_name,source_family,source_release,record_modality,review_strength,provenance_quality,publication,paper_doi,paper_url,supplementary_source,site_label,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,chronology_strength,chronology_normalization_status,chronology_provenance_path,chronology_provenance_locator,chronology_conflict_note,time_start_bp,time_end_bp,time_mean_bp,dating_basis,inclusion_note
ovis_aries:sample:prjeb36540:bh 54,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 54,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row179,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6600-6500 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row179,Sample-owned chronology disagrees with the project-level chronology interval.,8449,8549,8499,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 55,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 55,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row180,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6600-6500 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row180,Sample-owned chronology disagrees with the project-level chronology interval.,8449,8549,8499,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 56,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 56,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row181,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6600-6500 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row181,Sample-owned chronology disagrees with the project-level chronology interval.,8449,8549,8499,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 57,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 57,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row182,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6400-6300 cal  BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row182,Sample-owned chronology disagrees with the project-level chronology interval.,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 58,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 58,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row183,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6300-6200 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row183,,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 59,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 59,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row184,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6400-6300 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row184,Sample-owned chronology disagrees with the project-level chronology interval.,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 60,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 60,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row185,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6300-6200 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row185,,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 61,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 61,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row186,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6400-6300 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row186,Sample-owned chronology disagrees with the project-level chronology interval.,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 62,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 62,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row187,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6300-6200 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row187,,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 66,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 66,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row188,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6400-6300 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row188,Sample-owned chronology disagrees with the project-level chronology interval.,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 68,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 68,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row189,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,-,sample_owned_text_only,text_only_unparsed,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row189,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 69,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 69,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row190,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6400-6300 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row190,Sample-owned chronology disagrees with the project-level chronology interval.,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 70,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 70,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row191,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6300-6200 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row191,,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
ovis_aries:sample:prjeb36540:bh 71,PRJEB36540,supplementary_table_sample_label_anchor,direct_table_extracted,final,,,BH 71,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row192,site_curated,Ovis aries,sheep,ENA,PRJEB36540,archive_reads,primary_paper_pinned,manual_curation_only,Archaeogenetic analysis of Neolithic sheep from Anatolia suggests a complex demographic history since domestication,10.1038/s42003-021-02794-8,https://doi.org/10.1038/s42003-021-02794-8,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip,Barcın Höyük,Turkey,,,,,unknown,6300-6200 cal BCE,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row192,,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,Sample-level locality comes directly from the recovered sample source row.
