species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,chronology_text,chronology_strength,chronology_provenance_path,chronology_provenance_kind,chronology_provenance_locator,chronology_provenance_text,chronology_normalization_status,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_conflict_note,review_note
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 54,BH 54,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6600-6500 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row179,167 | Barcın Höyük | BH 54 | 37610 | 6600-6500 cal BCE | N/A | N/A,normalized_interval,8449,8549,8499,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 55,BH 55,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6600-6500 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row180,168 | Barcın Höyük | BH 55 | 37611 | 6600-6500 cal BCE | N/A | N/A,normalized_interval,8449,8549,8499,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 56,BH 56,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6600-6500 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row181,169 | Barcın Höyük | BH 56 | 37612 | 6600-6500 cal BCE | N/A | N/A,normalized_interval,8449,8549,8499,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 57,BH 57,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6400-6300 cal  BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row182,170 | Barcın Höyük | BH 57 | 37260 | 6400-6300 cal  BCE | N/A | N/A,normalized_interval,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 58,BH 58,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row183,171 | Barcın Höyük | BH 58 | 37613 | 6300-6200 cal BCE | N/A | N/A,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 59,BH 59,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6400-6300 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row184,172 | Barcın Höyük | BH 59 | 37614 | 6400-6300 cal BCE | N/A | N/A,normalized_interval,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 60,BH 60,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row185,173 | Barcın Höyük | BH 60 | 37615 | 6300-6200 cal BCE | N/A | N/A,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 61,BH 61,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6400-6300 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row186,174 | Barcın Höyük | BH 61 | 37329 | 6400-6300 cal BCE | N/A | N/A,normalized_interval,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 62,BH 62,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row187,175 | Barcın Höyük | BH 62 | 37327 | 6300-6200 cal BCE | N/A | N/A,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 66,BH 66,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6400-6300 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row188,176 | Barcın Höyük | BH 66 | 37325 | 6400-6300 cal BCE | N/A | N/A,normalized_interval,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 68,BH 68,supplementary_table_sample_label_anchor,direct_table_extracted,final,,-,sample_owned_text_only,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row189,177 | Barcın Höyük | BH 68 | 37322 | - | N/A | N/A,text_only_unparsed,,,,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology text disagrees with the project-level chronology wording.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 69,BH 69,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6400-6300 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row190,178 | Barcın Höyük | BH 69 | 37330 | 6400-6300 cal BCE | N/A | N/A,normalized_interval,8249,8349,8299,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 70,BH 70,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row191,179 | Barcın Höyük | BH 70 | 37328 | 6300-6200 cal BCE | N/A | N/A,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 71,BH 71,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row192,180 | Barcın Höyük | BH 71 | 37331 | 6300-6200 cal BCE | N/A | N/A,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh 9,BH 9,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6500-6400 cal BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row169,157 | Barcın Höyük | BH 9 | 33417 | 6500-6400 cal BCE | N/A | N/A,normalized_interval,8349,8449,8399,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh11,BH11,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row101,89 | Barcın Höyük | BH11 | 31547 | 6300-6200 BCE | 3 | A,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh12,BH12,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row85,73 | Barcın Höyük | BH12 | 26485 | 6300-6200 BCE | 3 | B,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh14,BH14,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row86,74 | Barcın Höyük | BH14 | 30790 | 6300-6200 BCE | 3 | B,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh15,BH15,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6500-6400 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,supplementary_spreadsheet_row,Sheet1!row87 || Sheet1!row6,75 | Barcın Höyük | BH15 | 30418 | 6500-6400 BCE | 2 | B || 4 | Barcın Höyük | bhs015 | BH15 | 30418 | 24854171 | 3753 | 3.6999999999999999E-4 | 69 | 8.8999999999999995E-5 | 1.26E-2,normalized_interval,8349,8449,8399,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh16,BH16,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row88,76 | Barcın Höyük | BH16 | 26474 | 6300-6200 BCE | 3 | B,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh17,BH17,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row89,77 | Barcın Höyük | BH17 | 37302 | 6300-6200 BCE | 3 | B,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh19,BH19,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6500-6400 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row90,78 | Barcın Höyük | BH19 | 37301 | 6500-6400 BCE | 2 | B,normalized_interval,8349,8449,8399,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh2,BH2,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6500-6400 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row91,79 | Barcın Höyük | BH2 | 26477 | 6500-6400 BCE | 2 | B,normalized_interval,8349,8449,8399,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh20,BH20,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6500-6300 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row92,80 | Barcın Höyük | BH20 | 37303 | 6500-6300 BCE | 2 | B,normalized_interval,8249,8449,8349,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh24,BH24,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row93,81 | Barcın Höyük | BH24 | 37339 | 6300-6200 BCE | 2 | B,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh26,BH26,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6100 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row94,82 | Barcın Höyük | BH26 | 26488 | 6300-6100 BCE | 2 | B,normalized_interval,8049,8249,8149,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh27,BH27,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6500-6300 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row95,83 | Barcın Höyük | BH27 | 31319 | 6500-6300 BCE | 3 | B,normalized_interval,8249,8449,8349,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh3,BH3,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6100 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,supplementary_spreadsheet_row,Sheet1!row96 || Sheet1!row3,84 | Barcın Höyük | BH3 | 26484 | 6300-6100 BCE | 3 | B || 1 | Barcın Höyük | bhs003 | BH3 | 26484 | 14285758 | 778 | 2.3000000000000001E-4 | 81.400000000000006 | 2.1999999999999999E-5 | 3.7000000000000002E-3,normalized_interval,8049,8249,8149,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh32,BH32,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row97,85 | Barcın Höyük | BH32 | 37084 | 6300-6200 BCE | 2 | B,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh35,BH35,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6500-6400 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row103,91 | Barcın Höyük | BH35 | 37306 | 6500-6400 BCE | 1 | B,normalized_interval,8349,8449,8399,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh41,BH41,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row98,86 | Barcın Höyük | BH41 | 37078 | 6300-6200 BCE | 3 | B,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh6,BH6,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,supplementary_spreadsheet_row,Sheet1!row99,87 | Barcın Höyük | BH6 | 31083 | 6300-6200 BCE | 2 | B,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
Ovis aries,sheep,PRJEB36540,prjeb36540:bh7,BH7,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6300-6200 BCE,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,supplementary_spreadsheet_row,Sheet1!row100 || Sheet1!row5,88 | Barcın Höyük | BH7 | 31183 | 6300-6200 BCE | 2 | B || 3 | Barcın Höyük | bhs007 | BH7 | 31183 | 10764539 | 10279 | 1.5900000000000001E-3 | 58.5 | 2.02E-4 | 5.0000000000000001E-3,normalized_interval,8149,8249,8199,mixed_radiocarbon_and_archaeological_context,,Chronology comes from the recovered sample-owned source row.
