site_id,site_name,country,projection_status,projection_exclusion_reason,comparability_posture,temporal_window_label,summary_label,dataset_count,collection_unit_count,sample_count,compact_chronology_row_count,bp_context_posture,source_bp_labelled_age_range_count,calendar_comparable_bp_system_age_range_count,all_age_range_count,source_bp_labelled_age_range_units,calendar_comparable_bp_system_age_range_units,all_age_range_units,comparison_note
28869,Bussjösjön,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,69,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28872,Bökesjön,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,52,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3077,Dags Mosse,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,124,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
26219,Dalane,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,69,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
13388,Dalmutladdo,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,72,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
14458,Domsjön,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,28,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
13381,Donvold,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,48,0,noncomparable_bp_system_context_only,1,0,1,"[""Radiocarbon years BP""]",[],"[""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28455,Eigebakken bog,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,69,0,calendar_comparable_system_context_only,1,1,1,"[""Calendar years BP""]","[""Calendar years BP""]","[""Calendar years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28868,Exhult,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,108,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3104,Fjallsjön 1,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,26,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3105,Fjällnas,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,67,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3106,Flaatevatn,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,32,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28867,Flahult,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,64,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28889,Flinkasjön,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,109,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
26214,Flotatjønn,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,48,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3115,Frengstadsetra,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,31,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3102,Färskesjön,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,128,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28870,Fårarps Mosse,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,86,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3120,Galtsjön,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,18,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
26168,Gammelheimenvatnet,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,74,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28866,Gilltjärnen,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,101,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
947,Grasvatn,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,45,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
26220,Grauthelleren,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,70,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28812,Grisavad,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,48,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
26217,Grostjørna,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,78,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3141,Halsjön II,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,23,0,noncomparable_bp_system_context_only,1,0,1,"[""Radiocarbon years BP""]",[],"[""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
26210,Haugtjernet,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,77,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
28459,Hemma,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,12,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3145,Hirvilampi,Finland,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,133,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
26216,Holebudalen,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,94,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
14040,Holtjärnen,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,101,0,calendar_comparable_system_context_only,1,1,1,"[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3140,Hälsegyl,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,13,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
26221,Isbenttjønn,Norway,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,59,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3165,Isokärret,Finland,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,38,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3177,Kaarkotinlampi,Finland,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,37,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3178,Kaartlamminsuo,Finland,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,54,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3179,Kalven,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,16,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3180,Kangerjoki,Finland,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,29,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
1401,Kansjön,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,45,0,calendar_comparable_system_context_only,2,1,2,"[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]","[""Calibrated radiocarbon years BP""]","[""Calibrated radiocarbon years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
3185,Kassjön,Sweden,governed_country_projection,,contextual_label_only,Unresolved time window,Source site age ranges (non-continuous context only),1,1,78,0,calendar_comparable_system_context_only,2,1,2,"[""Calendar years BP"", ""Radiocarbon years BP""]","[""Calendar years BP""]","[""Calendar years BP"", ""Radiocarbon years BP""]",Site-level age ranges aggregate extrema across datasets and samples; they do not prove continuous evidence between endpoints. Use the sample-owned Neotoma chronology layers for numeric time filtering.
