locality_token,species_latin_name,species_common_name,project_accessions,source_family,source_releases,record_modalities,review_strengths,provenance_qualities,original_location_text,locality,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_evidence_class,chronology_precision_posture,nordic_inclusion,nordic_inclusion_reason,interpretation_note
capra_hircus:locality:prjeb90261:cuevadevillaverde:fuerteventura,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Cueva de Villaverde,Cueva de Villaverde,Fuerteventura,28.637196,-13.899854,28.637195999999999,-13.899853999999999,exact,6th - 12th centuries CE (site),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:cuevasdeherreragonzlez:lagomera,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Cuevas de Herrera González,Cuevas de Herrera González,La Gomera,28.174384,-17.323679,28.174384,-17.323678999999998,exact,15th century CE (SU6),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:elchorrillo:tenerife,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,El Chorrillo,El Chorrillo,Tenerife,28.422,-16.3133,28.422000000000001,-16.313300000000002,exact,13th - 14th centuries CE (SU8),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:ellomitodelmedio:lagomera,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,El Lomito del Medio,El Lomito del Medio,La Gomera,28.085573,-17.149227,28.085573,-17.149227,exact,7th - 8th centuries CE (SU2),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:elportaln:burgos,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,El Portalón,El Portalón,Burgos,42.2853,-3.8335,42.285299999999999,-3.8334999999999999,exact,86-237 cal CE (sample),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:eltendal:lapalma,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,El Tendal,El Tendal,La Palma,28.787616,-17.765601,28.787616,-17.765601,exact,11th - 12th centuries CE (SU104),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:fiquinineo:lanzarote,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Fiquinineo,Fiquinineo,Lanzarote,29.078038,-13.596783,29.078037999999999,-13.596783,exact,11th - 12th centuries (SU3),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:hospitaldesanmartincallesanmarcial:grancanaria,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Hospital de San Martin - Calle San Marcial,Hospital de San Martin - Calle San Marcial,Gran Canaria,28.10131375,-15.4148534,28.101313749999999,-15.4148534,exact,17th - 18th centuries CE (R3; SU72),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:lacaadadelagurona:lagomera,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,La Cañada de la Gurona,La Cañada de la Gurona,La Gomera,28.178344,-17.193564,28.178343999999999,-17.193563999999999,exact,10th - 11th centuries CE (site),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:lafortaleza:grancanaria,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,La Fortaleza,La Fortaleza,Gran Canaria,27.8812894086404,-15.5273143528428,27.881289408640399,-15.527314352842801,exact,7th - 8th centuries CE (SU8),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:llanodelsombrero:fuerteventura,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Llano del Sombrero,Llano del Sombrero,Fuerteventura,28.408761,-14.125189,28.408760999999998,-14.125189000000001,exact,11th - 12th centuries (A; SU11),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:lobos,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Lobos,Lobos,,,,,,exact,1st century BCE - 3rd century CE (site),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:losriscosdeifara:tenerife,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Los Riscos de Ifara,Los Riscos de Ifara,Tenerife,28.0842,-16.5289,28.084199999999999,-16.5289,exact,15th century CE (SU3),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:playachica:grancanaria,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Playa Chica,Playa Chica,Gran Canaria,28.151167,-15.696242,28.151167000000001,-15.696242,exact,12th - 13th centuries CE (Zone 1; SU2),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:puntadelmallorqun:fuerteventura,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Punta del Mallorquín,Punta del Mallorquín,Fuerteventura,28.665573,-14.008963,28.665572999999998,-14.008963,exact,5th - 6th centuries (C; SU12),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjeb90261:tigalate:lapalma,Capra hircus,goat,PRJEB90261,ENA,PRJEB90261,archive_reads,primary_paper_pinned,primary_paper_pinned,Tigalate,Tigalate,La Palma,28.552055,-17.812254,28.552054999999999,-17.812253999999999,exact,15th - 17th centuries CE (site),,,,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
capra_hircus:locality:prjna1328209:lakeqinghaibasin:china,Capra hircus,goat,PRJNA1328209,ENA,PRJNA1328209,archive_reads,primary_paper_pinned,primary_paper_pinned,Lake Qinghai basin,Lake Qinghai basin,China,36.584302,100.502975,36.584302000000001,100.50297500000001,exact,3480-3580 BP,3480,3580,3530,archaeological_period_assignment,direct_radiocarbon_date,sample_precise_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
