project_accession,species_latin_name,species_common_name,site_label,original_place_text,resolved_place_text,political_entity,source_artifact_path,source_locator,coordinate_basis,mapping_posture,latitude_text,longitude_text,geocoding_method,geocoder_or_gazetteer,confidence_rationale,coordinate_confidence,paper_doi,paper_url,supplementary_source,chronology_text,time_start_bp,time_end_bp,dating_basis,comparator_context,domestication_context,interpretation_note,support_gap_note
PRJEB75467,Bos taurus,cattle,Nevishög,Nevishög,Nevishög,Sweden,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A34:Y34,supplementary_proximal_site_coordinates,mappable_point,55.6219,13.2297,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,9133-9536 BP,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Novoil`inka-VI (Новоильинка-VI),Novoil`inka-VI (Новоильинка-VI),Novoil`inka-VI (Новоильинка-VI),Russia,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A47:Y47 || Supplementary Data 1!A42:Y42,supplementary_proximal_site_coordinates,mappable_point,51.669,81.911,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,"O Courel, Galicia","O Courel, Galicia","O Courel, Galicia",Spain,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A4:Y4 || Supplementary Data 1!A30:Y30 || Supplementary Data 1!A12:Y12,supplementary_proximal_site_coordinates,mappable_point,43.0719383129431,-8.66097028062168,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Padova,Padova,Padova,Italy,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A39:Y39,supplementary_proximal_site_coordinates,mappable_point,45.406241207952,11.8823169512564,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,13793-14216 BP,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,"Palidoro, Latium","Palidoro, Latium","Palidoro, Latium",Italy,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A13:Y13,supplementary_proximal_site_coordinates,mappable_point,41.9268766840193,12.1784197861236,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,17798-18236 BP,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Roshchinskoe,Roshchinskoe,Roshchinskoe,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A46:Y46 || Supplementary Data 1!A40:Y40,supplementary_proximal_site_coordinates,mappable_point,54.1452769675404,69.1937753660588,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Skåne,Skåne,Skåne,Sweden,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A33:Y33,supplementary_proximal_site_coordinates,mappable_point,55.8476269883224,13.8093770947441,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,9434-9657 BP,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Trier-Brüderkrankenhaus,Trier-Brüderkrankenhaus,Trier-Brüderkrankenhaus,Germany,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A17:Y17,supplementary_proximal_site_coordinates,mappable_point,49.75,6.633333,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,9902-10217 BP,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Tula district,Tula district,Tula district,Russia,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A10:Y10,supplementary_proximal_site_coordinates,mappable_point,54.1927677001745,37.6054675840347,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,40672-42386 BP,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Upper Rhine Valley,Upper Rhine Valley,Upper Rhine Valley,Germany,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A24:Y24 || Supplementary Data 1!A18:Y18 || Supplementary Data 1!A11:Y11,supplementary_proximal_site_coordinates,mappable_point,51.6188100745602,9.66938943552029,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Uralsk,Uralsk,Uralsk,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A43:Y43,supplementary_proximal_site_coordinates,mappable_point,51.2309114639256,51.3777185929244,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Varfolomeevka,Varfolomeevka,Varfolomeevka,Russia,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A9:Y9 || Supplementary Data 1!A7:Y7,supplementary_proximal_site_coordinates,mappable_point,51.6301587756887,49.6658507598358,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Vratsa,Vratsa,Vratsa,Bulgaria,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A6:Y6 || Supplementary Data 1!A25:Y25,supplementary_proximal_site_coordinates,mappable_point,42.9726491502666,24.118494664326,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJEB75467,Bos taurus,cattle,Yorkshire,Yorkshire,Yorkshire,Britain,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,Supplementary Data 1!A8:Y8,supplementary_proximal_site_coordinates,mappable_point,54.1101,-2.2914,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,"The published supplementary table describes this coordinate as proximal to the site, so it is suitable for approximate locality placement but not an exact specimen findspot.",approximate,10.1038/s41586-024-08112-6,https://doi.org/10.1038/s41586-024-08112-6,,4584-4835 BP,,,unknown,false,wild_or_progenitor_context,This locality is mapped from direct supplementary coordinates rather than a project-level geocode; chronology remains sample-owned when its records have different dates.,
PRJNA705960,Bos taurus,cattle,Galician mountain cave cattle context,different mountain caves in Galicia,"Galicia, Spain","Galicia, Spain",adna/governance/source_library/projects/PRJNA705960/archive_metadata.html,source description snapshot,region_centroid_fallback,refused_region_only,,,manual_region_resolution_from_archive_description,not applied because the archive describes multiple caves,"The current local evidence names a multi-cave Galician context rather than one site, so the row stays refused from point mapping.",withheld,,,,Different ages across different Galician mountain caves,,,unknown,false,domesticated_core_with_progenitor_boundary,This row must stay separated from wild-progenitor context and from fake cave-point precision.,"Primary paper linkage is still missing locally, and the archive description only supports regional Galicia context."
