project_accession,species_latin_name,source_surface,source_claim_scope,supporting_sample_count,original_locality_text,resolved_locality_text,locality_class,site_name,municipality_name,region_name,country_name,broader_geography,geocoding_safe_token,source_artifact_path,source_artifact_kind,source_locator,source_excerpt
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,2,Bateni,Bateni,excavation_site,Bateni,,,Russia,,bateni,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row25,Bateni_Rus14_3318 | CGG_1_019164 | Bronze Age | 3318 | Bateni | 54.623611099999998 | 90.944999999999993 | Russia | horse | male | 128.806351108 | 1.7400530077 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,"Beauvais, la Maladrerie Saint-Lazare","Beauvais, la Maladrerie Saint-Lazare",excavation_site,"Beauvais, la Maladrerie Saint-Lazare",,,France,,beauvaislamaladreriesaintlazare,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row27,"Beauvais_GVA122_417 | CGG_1_019380 | Early Modern period | 317-517 | Beauvais, la Maladrerie Saint-Lazare | 49.415371 | 2.1013069999999998 | France | horse | male | 46.536069500000004 | 1.3170115072499999 | 0 | 0 | 0 | 0"
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,"Beauvais, VIlliers-de-l'Isle Adam","Beauvais, VIlliers-de-l'Isle Adam",excavation_site,"Beauvais, VIlliers-de-l'Isle Adam",,,France,,beauvaisvilliersdelisleadam,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row28,"Beauvais_GVA375_467 | CGG_1_019925 | Early Modern period | 417-517 | Beauvais, VIlliers-de-l'Isle Adam | 49.415371 | 2.1013069999999998 | France | horse | male | 159.07837029999999 | 8.9760704755800003 | 0 | 0 | 0 | 0"
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Belgheis,Belgheis,excavation_site,Belgheis,,,Iran,,belgheis,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row29,Belgheis_TrBWBX116_485 | CGG_1_019521 | Early Modern period | 485 | Belgheis | 37.042453100000003 | 57.471565200000001 | Iran | horse | male | 113.14284000000001 | 2.3895290733199999 | 0 | 0 | 0 | 0 | 4.0999999999999996 | 390 | 20 | 1445 | 1618 | 95.4 | 1531.5 | -485.5
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,2,Belkaragay,Belkaragay,excavation_site,Belkaragay,,,Kazakhstan,,belkaragay,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row30,Belkaragay_NB13_CopperAge | CGG_1_017005 | Copper Age | - | Belkaragay | 51.52 | 62.55 | Kazakhstan | horse | male | 5.9599161169999997 | 0.113485456001 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,11,Berel',Berel',excavation_site,Berel',,,Kazakhstan,,berel,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row32,Berel_BER01_A_2300 | CGG_1_016168 | Iron Age | 2300 | Berel' | 49.3737353 | 86.427292199999997 | Kazakhstan | horse | male | 384.05350509300001 | 9.2855317137599993 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Berufjordur,Berufjordur,excavation_site,Berufjordur,,,Iceland,,berufjordur,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row43,Berufjordur_VHR102_1057 | CGG_1_020961 | Middle Ages | 917-1217 | Berufjordur | 65.53 | -22.117000000000001 | Iceland | horse | male | 22.082744160000001 | 0.17993454590499999 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,5,Borly 4,Borly 4,excavation_site,Borly 4,,,Kazakhstan,,borly4,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row46,Borly4_PAVH4_4974 | CGG_1_018157 | Copper Age | 4974 | Borly 4 | 52.287303199999997 | 76.967402300000003 | Kazakhstan | horse | female | 465.176452966 | 7.1525154064100001 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,28,Botai,Botai,excavation_site,Botai,,,Kazakhstan,,botai,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row72,Botai_NB18_4692 | CGG_1_017010 | Copper Age | 4692 | Botai | 53.303942399999997 | 67.645786400000006 | Kazakhstan | horse | female | 3.8301977229999999 | 1.79159670705E-2 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,"Boves, chemin de Glisy","Boves, chemin de Glisy",excavation_site,"Boves, chemin de Glisy",,,France,,boveschemindeglisy,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row78,"Boves_GVA191_1717 | CGG_1_019765 | Roman period | 1617-1817 | Boves, chemin de Glisy | 49.853433899999999 | 2.3969306000000001 | France | horse | female | 79.251048530000006 | 2.3069643609599999 | 0 | 0 | 0 | 0"
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,2,Boz-Adyr,Boz-Adyr,excavation_site,Boz-Adyr,,,Kyrgyzstan,,bozadyr,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row80,BozAdyr_KYRH8_1267 | CGG_1_018029 | Middle Ages | 1217 | Boz-Adyr | 39.998333299999999 | 71.073333300000002 | Kyrgyzstan | horse | male | 111.81384060000001 | 3.9367890775199998 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,4,Brough Of Deerness,Brough Of Deerness,excavation_site,Brough Of Deerness,,,United Kingdom,,broughofdeerness,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row81,BroughOfDeerness_VHR010_1417 | CGG_1_020949 | Middle Ages | 1317-1517 | Brough Of Deerness | 58.964098999999997 | -2.704933 | United Kingdom | horse | female | 26.096345119999999 | 0.47653844966600001 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Bruszcewo,Bruszcewo,excavation_site,Bruszcewo,,,Poland,,bruszcewo,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row85,Bruszcewo_Bru4_3917 | CGG_1_018376 | Bronze Age | 3617-4217 | Bruszcewo | 52.006999999999998 | 16.562000000000001 | Poland | horse | male | 1.06854403835 | 1.3240559323999999E-2 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,"Camino de las Yeseras, Madrid","Camino de las Yeseras, Madrid",excavation_site,"Camino de las Yeseras, Madrid",,,Spain,,caminodelasyeserasmadrid,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row86,"CaminoDeLasYeseras_CdY2_4678 | CGG_1_018391 | Copper Age | 4496-4861 | Camino de las Yeseras, Madrid | 40.442100000000003 | -3.4940799999999999 | Spain | horse | male | 19.491132409999999 | 3.6834127737000002 | 0 | 0 | 0 | 0"
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Cantorella,Cantorella,excavation_site,Cantorella,,,Spain,,cantorella,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row87,Cantorella_UE2275x2_4791 | CGG_1_020989 | Copper Age | 4791 | Cantorella | 41.552778000000004 | 1.039444 | Spain | horse | female | 149.17986819999999 | 2.4495936502300002 | 0 | 0 | 0 | 0 | 4.7 | 4165 | 20 | -2878 | -2670 | 95.4 | -2774 | -4791
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Capesterre-Belle-Eau,Capesterre-Belle-Eau,excavation_site,Capesterre-Belle-Eau,,,,Guadeloupe (France),capesterrebelleeau,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row88,Capesterre_LIS2_417 | CGG_1_019703 | Early Modern period | 317-517 | Capesterre-Belle-Eau | 16.049578 | -61.569156 | Guadeloupe (France) | horse | female | 2.1451168364300002 | 1.27454269271E-2 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Capote,Capote,excavation_site,Capote,,,Spain,,capote,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row89,Capote_Cap102_2167 | CGG_1_016984 | Iron Age | 2117-2217 | Capote | 38.098281100000001 | -6.6931940000000001 | Spain | horse | female | 53.022648289999999 | 1.7507880043199999E-2 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,17,"Chartres, boulevard de la Courtille","Chartres, boulevard de la Courtille",excavation_site,"Chartres, boulevard de la Courtille",,,France,,chartresboulevarddelacourtille,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row91,"Chartres_GVA1_1917 | CGG_1_019259 | Roman period | 1917 | Chartres, boulevard de la Courtille | 48.442396000000002 | 1.494154 | France | horse | male | 2.4239664470000002 | 8.6959808477099998E-2 | 0 | 0 | 0 | 0"
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,"Dariali, Tamara Fort","Dariali, Tamara Fort",excavation_site,"Dariali, Tamara Fort",,,Georgia,,darialitamarafort,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row117,"Dariali_Georgia2_317 | CGG_1_02026 | Early Modern period | 17-617 | Dariali, Tamara Fort | 42.740163709999997 | 44.620164189999997 | Georgia | horse | female | 1.5255242660299999 | 3.6331922223400002E-2 | 0 | 0 | 0 | 0"
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,2,Derkul,Derkul,excavation_site,Derkul,,,Russia,,derkul,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row115,Derkul_NB2_Neolithic | CGG_1_016994 | Neolithic | - | Derkul | 51.16 | 51.17 | Russia | horse | male | 1.9924505692000001 | 3.00094758991E-2 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Dunaújváros,Dunaújváros,excavation_site,Dunaújváros,,,Hungary,,dunaújváros,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row118,Dunaujvaros_Duk2_4077 | CGG_1_018386 | Bronze Age | 4077 | Dunaújváros | 46.961905899999998 | 18.9355227 | Hungary | horse | male | 41.474056321200003 | 1.11760708083 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,2,El Acequión,El Acequión,excavation_site,El Acequión,,,Spain,,elacequión,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row119,ElAcequion_Spain38_4058 | CGG_1_020484 | Bronze Age | 4058 | El Acequión | 39.024444000000003 | -2.0280559999999999 | Spain | horse | female | 386.32929899999999 | 0.42260072085599998 | 0 | 0 | 0 | 0 | 9.6999999999999993 | 3650 | 15 | -2121 | -1956 | 95.4 | -2038.5 | -4055.5
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Els Vilars,Els Vilars,excavation_site,Els Vilars,,,Spain,,elsvilars,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row121,ElsVilars_UE4618_2672 | CGG_1_020962 | Iron Age | 2672 | Els Vilars | 41.57 | 0.95 | Spain | horse | female | 262.2412822 | 3.4554611201399998 | 0 | 0 | 0 | 0 | 11.2 | 2490 | 15 | -768 | -542 | 95.4 | -655 | -2672
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,3,"Evreux, Clos-au-Duc","Evreux, Clos-au-Duc",excavation_site,"Evreux, Clos-au-Duc",,,France,,evreuxclosauduc,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row124,"Evreux_GVA133_1817 | CGG_1_019707 | Roman period | 1717-1917 | Evreux, Clos-au-Duc | 49.019638499999999 | 1.1589729 | France | horse | male | 66.75080887 | 1.71386906031 | 0 | 0 | 0 | 0"
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Fengtai,Fengtai,excavation_site,Fengtai,,,China,,fengtai,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row127,Fengtai_Fen4_2820 | CGG_1_018396 | Iron Age | 2820 | Fengtai | 36.8406667 | 101.9584722 | China | horse | male | 141.56105450000001 | 0.45619585141800001 | 0 | 0 | 0 | 0 | 10 | 2625 | 15 | -814 | -793 | 95.4 | -803.5 | -2820.5
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Frankfurt-Heddenheim,Frankfurt-Heddenheim,excavation_site,Frankfurt-Heddenheim,,,Germany,,frankfurtheddenheim,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row129,FrankfurtHeddernheim_Fr1_1863 | CGG_1_018151 | Roman period | 1863 | Frankfurt-Heddenheim | 50.161262499999999 | 8.6424693000000001 | Germany | horse | male | 108.9415219 | 3.4700081069199999 | 0 | 0 | 0 | 0 | 3.2 | 1860 | 20 | 85 | 222 | 95.4 | 153.5 | -1863.5
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Fresnes-lès-Montauban,Fresnes-lès-Montauban,excavation_site,Fresnes-lès-Montauban,,,France,,fresneslèsmontauban,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row128,Fmontauban_GVA126_1872 | CGG_1_019384 | Roman period | 1872 | Fresnes-lès-Montauban | 48.442396000000002 | 1.494154 | France | horse | male | 62.5013780707 | 2.1829732953600001 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Garbovat,Garbovat,excavation_site,Garbovat,,,Romania,,garbovat,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row130,Garbovat_Gar3_3574 | CGG_1_018389 | Bronze Age | 3574 | Garbovat | 44.866990000000001 | 22.0079387 | Romania | horse | male | 55.361114439799998 | 1.1138979528999999 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,6,Gol Mod II,Gol Mod II,excavation_site,Gol Mod II,,,Mongolia,,golmodii,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row131,GolModII_Mon23_2007 | CGG_1_018059 | Iron Age | 2007 | Gol Mod II | 48.017777780000003 | 101.3533333 | Mongolia | horse | female | 383.26932290000002 | 6.3408641467000004 | 0 | 0 | 0 | 0 | 2.7 | 1985 | 15 | -39 | 59 | 95.4 | 10 | -2007
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,4,Goyet,Goyet,excavation_site,Goyet,,,Belgium,,goyet,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row137,Goyet_Vert293_UpperPalaeolithic | CGG_1_018522 | Upper Palaeolithic | - | Goyet | 50.446669999999997 | 5.0091099999999997 | Belgium | horse | female | 23.455182740000001 | 2.1829194185200001E-2 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Granastaðir,Granastaðir,excavation_site,Granastaðir,,,Iceland,,granastaðir,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row141,Granastadir_VHR031_1067 | CGG_1_020955 | Middle Ages | 917-1217 | Granastaðir | 65.268000000000001 | -18.239999999999998 | Iceland | horse | female | 10.24817256 | 7.6434696943099997E-2 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Gregorevka 4,Gregorevka 4,excavation_site,Gregorevka 4,,,Kazakhstan,,gregorevka4,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row142,Gregorevka4_PAVH2_1192 | CGG_1_018154 | Middle Ages | 1192 | Gregorevka 4 | 52.629089999999998 | 76.738793999999999 | Kazakhstan | horse | male | 112.297902936 | 5.53634299394 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Halvai 3,Halvai 3,excavation_site,Halvai 3,,,Kazakhstan,,halvai3,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row144,Halvai_KSH5_2542 | CGG_1_017099 | Iron Age | 2217-2867 | Halvai 3 | 52.843000000000004 | 62.902900000000002 | Kazakhstan | horse | male | 0.50940683043699997 | 1.20311145353E-2 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Halvai 5,Halvai 5,excavation_site,Halvai 5,,,Kazakhstan,,halvai5,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row143,Halvai_KSH4_4017 | CGG_1_017098 | Bronze Age | 3817-4217 | Halvai 5 | 52.843000000000004 | 62.902900000000002 | Kazakhstan | horse | female | 79.560515280000004 | 2.4915024863299999 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Haunstetten,Haunstetten,excavation_site,Haunstetten,,,Germany,,haunstetten,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row145,Haunstetten_1979 | CGG_1_017139 | Roman period | 1979 | Haunstetten | 48.307911799999999 | 10.8938381 | Germany | horse | male | 96.523786698600006 | 1.9224817081200001 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Khatuu 2,Khatuu 2,excavation_site,Khatuu 2,,,Mongolia,,khatuu2,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row146,Khatuu_Kha2_t1_2312 | CGG_1_018909 | Iron Age | 2312 | Khatuu 2 | 48.583055999999999 | 88.393528000000003 | Mongolia | horse | male | 57.095026959999998 | 1.0158200961599999 | 0 | 0 | 0 | 0 | 13.2 | 2240 | 15 | -382 | -209 | 95.4 | -295.5 | -2312.5
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Khotont,Khotont,excavation_site,Khotont,,,Mongolia,,khotont,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row147,Khotont_UCIE2012x85_1291 | CGG_1_018038 | Middle Ages | 1177-1406 | Khotont | 47.3056111 | 102.64647220000001 | Mongolia | horse | male | 95.948412219999994 | 4.5937809673599999 | 0 | 0 | 0 | 0
PRJEB31613,Equus caballus,supplementary_table,sample_owned_locality,1,Kokorevo,Kokorevo,excavation_site,Kokorevo,,,Russia,,kokorevo,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row148,Kokorevo_Rus3_14450 | CGG_1_019154 | Upper Palaeolithic | 14450 | Kokorevo | 53.933 | 90.933000000000007 | Russia | horse | male | 0.61701617735199998 | 1.29717001061E-2 | 0 | 0 | 0 | 0
