species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,chronology_text,chronology_strength,chronology_provenance_path,chronology_provenance_kind,chronology_provenance_locator,chronology_provenance_text,chronology_normalization_status,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_conflict_note,review_note
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_016176,Berel_BER09_I_2300,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2300 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row39,Berel_BER09_I_2300 | CGG_1_016176 | Iron Age | 2300 | Berel' | 49.3737353 | 86.427292199999997 | Kazakhstan | horse | male | 306.49005392499998 | 9.8867150811200002 | 0 | 0 | 0 | 0,normalized_point,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_016177,Berel_BER10_K_2300,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2300 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row40,Berel_BER10_K_2300 | CGG_1_016177 | Iron Age | 2300 | Berel' | 49.3737353 | 86.427292199999997 | Kazakhstan | horse | male | 181.013061714 | 2.3775758266300002 | 0 | 0 | 0 | 0,normalized_point,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_016178,Berel_BER11_L_2300,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2300 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row41,Berel_BER11_L_2300 | CGG_1_016178 | Iron Age | 2300 | Berel' | 49.3737353 | 86.427292199999997 | Kazakhstan | horse | male | 211.92426602800001 | 1.32224075621 | 0 | 0 | 0 | 0,normalized_point,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_016179,Berel_BER12_M_2300,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2300 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row42,Berel_BER12_M_2300 | CGG_1_016179 | Iron Age | 2300 | Berel' | 49.3737353 | 86.427292199999997 | Kazakhstan | horse | male | 150.60053924499999 | 5.7000766323600001 | 0 | 0 | 0 | 0,normalized_point,2300,2300,2300,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_016984,Capote_Cap102_2167,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2117-2217 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row89,Capote_Cap102_2167 | CGG_1_016984 | Iron Age | 2117-2217 | Capote | 38.098281100000001 | -6.6931940000000001 | Spain | horse | female | 53.022648289999999 | 1.7507880043199999E-2 | 0 | 0 | 0 | 0,normalized_interval,2117,2217,2167,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_016987,Vicerrectorado_VIR175_1717,supplementary_table_sample_label_anchor,direct_table_extracted,final,,1617-1817 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row241,Vicerrectorado_VIR175_1717 | CGG_1_016987 | Roman period | 1617-1817 | Vicerrectorado | 43.009282900000002 | -7.5592896999999999 | Spain | horse | male | 36.262672260000002 | 6.0811191531699997E-2 | 0 | 0 | 0 | 0,normalized_interval,1617,1817,1717,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_016994,Derkul_NB2_Neolithic,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2143 BP,project_context_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row5,Actiparc_GVA124_2143 | CGG_1_019382 | Iron Age | 2143 | Actiparc | 50.31503 | 2.8217970000000001 | France | horse | male | 94.629478730000002 | 2.2355070504699999 | 0 | 0 | 0 | 0 | 1.3 | 2110 | 20 | -196 | -56 | 95.4 | -126 | -2143,normalized_point,2143,2143,2143,mixed_radiocarbon_and_archaeological_context,,Chronology falls back to the current project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_016996,Derkul_NB4_Neolithic,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2143 BP,project_context_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row5,Actiparc_GVA124_2143 | CGG_1_019382 | Iron Age | 2143 | Actiparc | 50.31503 | 2.8217970000000001 | France | horse | male | 94.629478730000002 | 2.2355070504699999 | 0 | 0 | 0 | 0 | 1.3 | 2110 | 20 | -196 | -56 | 95.4 | -126 | -2143,normalized_point,2143,2143,2143,mixed_radiocarbon_and_archaeological_context,,Chronology falls back to the current project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017001,Krasnokamenka_NB9_4500,supplementary_table_sample_label_anchor,direct_table_extracted,final,,4000-5000 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row152,Krasnokamenka_NB9_4500 | CGG_1_017001 | Copper Age | 4000-5000 | Krasnokamenka | 54.35 | 60.15 | Russia | horse | female | 34.69340923 | 8.1256912899900002E-2 | 0 | 0 | 0 | 0,normalized_interval,4000,5000,4500,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017002,Krasnokamenka_NB10_4500,supplementary_table_sample_label_anchor,direct_table_extracted,final,,4000-5000 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row151,Krasnokamenka_NB10_4500 | CGG_1_017002 | Copper Age | 4000-5000 | Krasnokamenka | 54.35 | 60.15 | Russia | horse | male | 315.29173159999999 | 0.12057759501900001 | 0 | 0 | 0 | 0,normalized_interval,4000,5000,4500,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017005,Belkaragay_NB13_CopperAge,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2143 BP,project_context_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row5,Actiparc_GVA124_2143 | CGG_1_019382 | Iron Age | 2143 | Actiparc | 50.31503 | 2.8217970000000001 | France | horse | male | 94.629478730000002 | 2.2355070504699999 | 0 | 0 | 0 | 0 | 1.3 | 2110 | 20 | -196 | -56 | 95.4 | -126 | -2143,normalized_point,2143,2143,2143,mixed_radiocarbon_and_archaeological_context,,Chronology falls back to the current project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017007,Belkaragay_NB15_CopperAge,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2143 BP,project_context_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row5,Actiparc_GVA124_2143 | CGG_1_019382 | Iron Age | 2143 | Actiparc | 50.31503 | 2.8217970000000001 | France | horse | male | 94.629478730000002 | 2.2355070504699999 | 0 | 0 | 0 | 0 | 1.3 | 2110 | 20 | -196 | -56 | 95.4 | -126 | -2143,normalized_point,2143,2143,2143,mixed_radiocarbon_and_archaeological_context,,Chronology falls back to the current project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017010,Botai_NB18_4692,supplementary_table_sample_label_anchor,direct_table_extracted,final,,4692 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row72,Botai_NB18_4692 | CGG_1_017010 | Copper Age | 4692 | Botai | 53.303942399999997 | 67.645786400000006 | Kazakhstan | horse | female | 3.8301977229999999 | 1.79159670705E-2 | 0 | 0 | 0 | 0,normalized_point,4692,4692,4692,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017023,Altata_NB31_Neolithic,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2143 BP,project_context_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row5,Actiparc_GVA124_2143 | CGG_1_019382 | Iron Age | 2143 | Actiparc | 50.31503 | 2.8217970000000001 | France | horse | male | 94.629478730000002 | 2.2355070504699999 | 0 | 0 | 0 | 0 | 1.3 | 2110 | 20 | -196 | -56 | 95.4 | -126 | -2143,normalized_point,2143,2143,2143,mixed_radiocarbon_and_archaeological_context,,Chronology falls back to the current project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017027,LebyazhinkaIV_NB35_Neolithic,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2143 BP,project_context_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row5,Actiparc_GVA124_2143 | CGG_1_019382 | Iron Age | 2143 | Actiparc | 50.31503 | 2.8217970000000001 | France | horse | male | 94.629478730000002 | 2.2355070504699999 | 0 | 0 | 0 | 0 | 1.3 | 2110 | 20 | -196 | -56 | 95.4 | -126 | -2143,normalized_point,2143,2143,2143,mixed_radiocarbon_and_archaeological_context,,Chronology falls back to the current project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017036,Sintashta_NB44_3577,supplementary_table_sample_label_anchor,direct_table_extracted,final,,3550-3604 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row200,Sintashta_NB44_3577 | CGG_1_017036 | Bronze Age | 3550-3604 | Sintashta | 55.1644419 | 61.436843099999997 | Russia | horse | male | 60.438645899999997 | 9.4433442618899993E-2 | 0 | 0 | 0 | 0,normalized_interval,3550,3604,3577,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017037,Sintashta_NB45_3577,supplementary_table_sample_label_anchor,direct_table_extracted,final,,3550-3604 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row201,Sintashta_NB45_3577 | CGG_1_017037 | Bronze Age | 3550-3604 | Sintashta | 55.1644419 | 61.436843099999997 | Russia | horse | male | 68.079388859999995 | 0.19086744739299999 | 0 | 0 | 0 | 0,normalized_interval,3550,3604,3577,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017038,Sintashta_NB46_4023,supplementary_table_sample_label_anchor,direct_table_extracted,final,,4023 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row202,Sintashta_NB46_4023 | CGG_1_017038 | Bronze Age | 4023 | Sintashta | 55.1644419 | 61.436843099999997 | Russia | horse | female | 431.12115038899998 | 6.0857722868300002 | 0 | 0 | 0 | 0,normalized_point,4023,4023,4023,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017079,ArzhanI_I-K2_Arz1_2727,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2727 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row13,ArzhanI_I-K2_Arz1_2727 | CGG_1_017079 | Iron Age | 2727 | Arzhan I | 52.058888899999999 | 93.603888900000001 | Russia | horse | male | 149.610065908 | 2.8201171095199999 | 0 | 0 | 0 | 0,normalized_point,2727,2727,2727,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017084,ArzhanII_Arz15_2642,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2617-2667 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row15,ArzhanII_Arz15_2642 | CGG_1_017084 | Iron Age | 2617-2667 | Arzhan II | 52.058888899999999 | 93.603888900000001 | Russia | horse | male | 18.52001198 | 0.132584723376 | 0 | 0 | 0 | 0,normalized_interval,2617,2667,2642,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017086,ArzhanII_Arz17_2642,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2617-2667 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row16,ArzhanII_Arz17_2642 | CGG_1_017086 | Iron Age | 2617-2667 | Arzhan II | 52.058888899999999 | 93.603888900000001 | Russia | horse | male | 9.7273816659999994 | 6.1695101575899997E-2 | 0 | 0 | 0 | 0,normalized_interval,2617,2667,2642,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017088,ArzhanI_I-K3_Arz2_2727,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2727 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row14,ArzhanI_I-K3_Arz2_2727 | CGG_1_017088 | Iron Age | 2727 | Arzhan I | 52.058888899999999 | 93.603888900000001 | Russia | horse | male | 822.812402636 | 2.4821131316699998 | 0 | 0 | 0 | 0,normalized_point,2727,2727,2727,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017089,ArzhanI_Arz3_2767,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2717-2817 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row12,ArzhanI_Arz3_2767 | CGG_1_017089 | Iron Age | 2717-2817 | Arzhan I | 52.058888899999999 | 93.603888900000001 | Russia | horse | male | 8.5264829239999997 | 4.4483982350300003E-2 | 0 | 0 | 0 | 0,normalized_interval,2717,2817,2767,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017098,Halvai_KSH4_4017,supplementary_table_sample_label_anchor,direct_table_extracted,final,,3817-4217 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row143,Halvai_KSH4_4017 | CGG_1_017098 | Bronze Age | 3817-4217 | Halvai 5 | 52.843000000000004 | 62.902900000000002 | Kazakhstan | horse | female | 79.560515280000004 | 2.4915024863299999 | 0 | 0 | 0 | 0,normalized_interval,3817,4217,4017,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017099,Halvai_KSH5_2542,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2217-2867 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row144,Halvai_KSH5_2542 | CGG_1_017099 | Iron Age | 2217-2867 | Halvai 3 | 52.843000000000004 | 62.902900000000002 | Kazakhstan | horse | male | 0.50940683043699997 | 1.20311145353E-2 | 0 | 0 | 0 | 0,normalized_interval,2217,2867,2542,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB31613,prjeb31613:cgg_1_017139,Haunstetten_1979,supplementary_table_sample_label_anchor,direct_table_extracted,final,,1979 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,supplementary_spreadsheet_row,Sheet1!row145,Haunstetten_1979 | CGG_1_017139 | Roman period | 1979 | Haunstetten | 48.307911799999999 | 10.8938381 | Germany | horse | male | 96.523786698600006 | 1.9224817081200001 | 0 | 0 | 0 | 0,normalized_point,1979,1979,1979,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
