site_id,site_name,country,temporal_strength,duration_posture,access_visibility,normalization_risk,publication_posture,site_page_url,summary_label,review_note
3830,62928 Faringe,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3830,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6336,63118 Hovsta,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6336,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6473,66401 Västra Karaby,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6473,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6446,66501 Lyckeby,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6446,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6460,66601 Tommarp,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6460,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6467,66701 Önnerup,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6467,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6474,66863 Saxtorp,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6474,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6461,70500 Trollebergsvägen,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6461,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5671,71372 Alfta,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5671,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5672,71372 Arbrå,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5672,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5673,71409 Voxna,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5673,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5674,71410 Voxna,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5674,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5675,71502 Gammelbokskogen,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5675,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6475,72180 Mariefred,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6475,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3829,72257 Lilla Malma,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3829,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6339,72775 Nyköping,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6339,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3831,75246 Eksjö,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3831,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6485,75343 Kalmar,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6485,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6476,75437 Sjösås,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6476,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5657,75501 Kalmar,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5657,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5658,75515 Kalmar,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5658,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3821,75519 Småland,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3821,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3820,75521 Småland,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3820,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3819,75523 Småland,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3819,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3818,75524 Småland,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3818,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3817,75525 Småland,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3817,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3825,75533 Örsjö,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3825,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3828,75549 Nybro,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3828,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5659,75601 Hälleberga,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5659,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3822,75710 Jönköping,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3822,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6477,75847 Mörlunda,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6477,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5661,77249 Blekinge,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5661,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5663,77321 Blekinge,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5663,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6334,78183 Hässleholm,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6334,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6340,80033 Tvååker,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6340,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5667,80501 Värö,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5667,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6333,80848 Harplinge,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6333,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6331,82191 Falun,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6331,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6338,82864 Malung,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6338,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6337,93139 Ljusterö,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6337,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5669,93279 Österlövsta,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5669,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4234,Abbotens hus,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4234,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5677,Abilds kyrka,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5677,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5366,Abisko 2004-5,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5366,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5678,Acksi,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5678,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4233,Ada Blocks hus,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4233,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4232,Adamsbergs gård,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4232,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6424,Adelsö 119:1,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6424,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4237,Agerod V,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4237,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5679,Agges i Flenarna,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5679,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6427,Akademiska sjukhuset,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6427,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5070,Alatornio,Finland,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5070,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5081,Alavieska: Keinola,Finland,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5081,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5072,Alavieska: Koiraneva,Finland,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5072,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5092,Alavieska: Kotaräme,Finland,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5092,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3813,Albertshög,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3813,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5682,Albostugan,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5682,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3812,Alby,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3812,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6363,Algutsboda 79:1,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6363,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6276,Alhammar,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6276,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4231,Allemora,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4231,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
6428,Almare-Stäket,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/6428,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3811,Almhov subarea 1,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3811,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5684,Alntorpsö,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5684,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5683,Alnö kyrka,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5683,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4230,Alskogs kyrka,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4230,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4229,Alva kyrka,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4229,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4890,Alvajarvi: Pihtipudas,Finland,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4890,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3814,Alvastra,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3814,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
4999,Alvastra,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/4999,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3810,Alvastra Megalithic,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3810,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
213,"Alväng, Götlunda",Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/213,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3809,Amhult,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3809,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5685,Andersson i Lund,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5685,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5686,Andersson i Sjör,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5686,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5687,Anderssons i Gäle,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5687,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5688,Anderssons i Sidsjö,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5688,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
5119,Andoya Lakes,Norway,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/5119,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
3808,Anfasterö,Sweden,inventory_only_or_unresolved,duration_not_available,site_page_only,high_thin_site_inventory,context_layer_with_explicit_caveat,https://browser.sead.se/site/3808,Unresolved time semantics,Current checked-in SEAD capture is too thin to support stronger temporal interpretation.
