species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,chronology_text,chronology_strength,chronology_evidence_class,chronology_precision_posture,chronology_provenance_path,chronology_provenance_kind,chronology_provenance_locator,chronology_provenance_text,chronology_normalization_status,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_conflict_note,review_note
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577349,SAMEA5577349,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577350,SAMEA5577350,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577351,SAMEA5577351,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577352,SAMEA5577352,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577353,SAMEA5577353,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577354,SAMEA5577354,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577355,SAMEA5577355,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577356,SAMEA5577356,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577357,SAMEA5577357,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577358,SAMEA5577358,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577359,SAMEA5577359,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577360,SAMEA5577360,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577361,SAMEA5577361,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577362,SAMEA5577362,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577363,SAMEA5577363,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577364,SAMEA5577364,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577365,SAMEA5577365,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577366,SAMEA5577366,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577367,SAMEA5577367,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577368,SAMEA5577368,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577369,SAMEA5577369,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577370,SAMEA5577370,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577371,SAMEA5577371,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577372,SAMEA5577372,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577373,SAMEA5577373,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577374,SAMEA5577374,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577375,SAMEA5577375,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577376,SAMEA5577376,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577377,SAMEA5577377,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577378,SAMEA5577378,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577379,SAMEA5577379,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577380,SAMEA5577380,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577381,SAMEA5577381,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577382,SAMEA5577382,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577383,SAMEA5577383,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577384,SAMEA5577384,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577385,SAMEA5577385,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577386,SAMEA5577386,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577387,SAMEA5577387,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577388,SAMEA5577388,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577389,SAMEA5577389,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577390,SAMEA5577390,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577391,SAMEA5577391,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577392,SAMEA5577392,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577393,SAMEA5577393,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577394,SAMEA5577394,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577395,SAMEA5577395,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577396,SAMEA5577396,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577397,SAMEA5577397,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577398,SAMEA5577398,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577399,SAMEA5577399,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577400,SAMEA5577400,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577401,SAMEA5577401,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577402,SAMEA5577402,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577403,SAMEA5577403,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577404,SAMEA5577404,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577405,SAMEA5577405,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577406,SAMEA5577406,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577407,SAMEA5577407,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577408,SAMEA5577408,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577409,SAMEA5577409,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5605818,SAMEA5605818,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
