target_name,target_class,lake_decision,latitude,longitude,landclim_record_id,landclim_grid_record_id,time_start_bp,time_end_bp,time_mean_bp,time_label,forest_cover,evergreen_tree_cover,summergreen_tree_cover,open_land_cover,agricultural_land_cover,grassland_cover,cereal_type_pollen_cover,rye_pollen_cover,cereal_interpretation_posture,sead_temporal_record_count_20km,sead_site_count_20km,human_adna_locality_count_20km,human_adna_sample_count_20km,animal_adna_locality_count_20km,animal_adna_sample_count_20km,cross_proxy_posture
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:5700-6200-bp,882,5700,6200,5950,5700-6200 BP,64.990684,34.497772,30.492912,35.009316,0.0,8.276,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:6200-6700-bp,882,6200,6700,6450,6200-6700 BP,77.735945,25.778763,51.957182,22.264056,0.0,21.356219,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:6700-7200-bp,882,6700,7200,6950,6700-7200 BP,81.240068,21.954651,59.285417,18.759932,0.0,16.815917,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:7200-7700-bp,882,7200,7700,7450,7200-7700 BP,77.561054,24.775155,52.785899,22.438947,0.0,20.661065,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:7700-8200-bp,882,7700,8200,7950,7700-8200 BP,81.899904,28.956008,52.943896,18.100096,0.0,16.031994,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:8200-8700-bp,882,8200,8700,8450,8200-8700 BP,76.807731,30.2289,46.578831,23.192269,0.0,21.503299,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:8700-9200-bp,882,8700,9200,8950,8700-9200 BP,85.67871,47.69517,37.98354,14.32129,0.0,14.32129,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:9200-9700-bp,882,9200,9700,9450,9200-9700 BP,71.668031,32.881253,38.786778,28.331968,0.0,27.022591,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:9700-10200-bp,882,9700,10200,9950,9700-10200 BP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:10200-10700-bp,882,10200,10700,10450,10200-10700 BP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:10700-11200-bp,882,10700,11200,10950,10700-11200 BP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bergakyllen,registered_lake,include_lake_review,57.186058,16.143141,937075:882:11200-11700-bp,882,11200,11700,11450,11200-11700 BP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:0-100-bp,779,0,100,50,0-100 BP,56.24459,14.943373,41.301217,43.75541,5.099505,35.561881,4.641181,0.458324,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,17,9,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:100-350-bp,779,100,350,225,100-350 BP,39.374706,5.139854,34.234852,60.625294,6.969103,31.45808,6.582581,0.386522,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,88,13,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:350-700-bp,779,350,700,525,350-700 BP,54.727693,4.338428,50.389265,45.272308,5.595778,26.442997,5.462224,0.133554,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,317,20,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:700-1200-bp,779,700,1200,950,700-1200 BP,49.152686,3.050025,46.102661,50.847313,2.601623,25.255069,2.530118,0.071505,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,61,16,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:1200-1700-bp,779,1200,1700,1450,1200-1700 BP,62.605104,2.801933,59.803171,37.394896,1.115943,15.100785,1.114663,0.00128,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,18,10,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:1700-2200-bp,779,1700,2200,1950,1700-2200 BP,51.397331,4.841559,46.555772,48.602669,1.209959,12.821108,1.170706,0.039253,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,19,11,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:2200-2700-bp,779,2200,2700,2450,2200-2700 BP,53.519357,3.65087,49.868487,46.480643,0.639475,12.685663,0.639072,0.000403,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,23,15,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:2700-3200-bp,779,2700,3200,2950,2700-3200 BP,59.02063,2.734473,56.286157,40.97937,0.081197,5.506499,0.080601,0.000595,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,22,14,1,2,0,0,pollen_archaeology_human_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:3200-3700-bp,779,3200,3700,3450,3200-3700 BP,63.148795,3.076667,60.072128,36.851205,0.011621,3.884792,0.011437,0.000184,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,22,14,1,2,0,0,pollen_archaeology_human_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:3700-4200-bp,779,3700,4200,3950,3700-4200 BP,66.755361,2.899465,63.855896,33.244639,0.309214,2.510853,0.309214,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,17,9,1,2,0,0,pollen_archaeology_human_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:4200-4700-bp,779,4200,4700,4450,4200-4700 BP,71.262099,14.763825,56.498274,28.737901,0.010865,1.367408,0.010865,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,20,12,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:4700-5200-bp,779,4700,5200,4950,4700-5200 BP,72.973282,11.797347,61.175935,27.026718,0.003531,2.742793,0.003307,0.000224,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,20,12,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:5200-5700-bp,779,5200,5700,5450,5200-5700 BP,66.821041,8.853606,57.967435,33.178959,0.01705,2.6648,0.01705,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,21,12,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:5700-6200-bp,779,5700,6200,5950,5700-6200 BP,54.072866,2.995472,51.077394,45.927135,0.347683,2.166793,0.347683,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,18,10,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:6200-6700-bp,779,6200,6700,6450,6200-6700 BP,66.693422,2.605851,64.087571,33.306578,0.0,2.129872,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,17,9,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:6700-7200-bp,779,6700,7200,6950,6700-7200 BP,76.978923,4.184156,72.794767,23.021077,0.022816,5.664298,0.022816,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,18,10,1,1,0,0,pollen_archaeology_human_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:7200-7700-bp,779,7200,7700,7450,7200-7700 BP,69.58001,10.209819,59.370191,30.41999,0.0,30.294955,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,18,10,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:7700-8200-bp,779,7700,8200,7950,7700-8200 BP,79.562069,15.454689,64.10738,20.437931,0.0,20.418047,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,18,10,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:8200-8700-bp,779,8200,8700,8450,8200-8700 BP,88.107465,16.32362,71.783845,11.892535,0.0,11.610713,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,20,10,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:8700-9200-bp,779,8700,9200,8950,8700-9200 BP,86.392321,15.866884,70.525437,13.607679,0.0,13.309275,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,20,10,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:9200-9700-bp,779,9200,9700,9450,9200-9700 BP,79.083565,14.532806,64.550759,20.916435,0.0,20.916435,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,19,10,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:9700-10200-bp,779,9700,10200,9950,9700-10200 BP,80.991687,20.643882,60.347805,19.008313,0.0,19.008313,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,22,11,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:10200-10700-bp,779,10200,10700,10450,10200-10700 BP,59.414495,25.84775,33.566745,40.585505,0.0,40.343099,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,3,2,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:10700-11200-bp,779,10700,11200,10950,10700-11200 BP,41.619629,24.791307,16.828322,58.380371,0.0,58.380371,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,3,2,0,0,0,0,pollen_archaeology_context
Bjäresjösjön,registered_lake,include_lake_review,55.45927,13.751909,937075:779:11200-11700-bp,779,11200,11700,11450,11200-11700 BP,33.811908,24.407523,9.404385,66.188092,0.0,66.188092,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,3,2,0,0,0,0,pollen_archaeology_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:0-100-bp,929,0,100,50,0-100 BP,70.259448,39.437821,30.821627,29.740552,3.586497,24.169548,3.586497,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:100-350-bp,929,100,350,225,100-350 BP,75.386106,40.513013,34.873093,24.613894,4.005269,18.05205,4.005269,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:350-700-bp,929,350,700,525,350-700 BP,70.329364,40.290674,30.03869,29.670637,3.308293,22.831959,3.308293,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:700-1200-bp,929,700,1200,950,700-1200 BP,76.339786,33.694235,42.645551,23.660214,1.874153,20.054606,1.874153,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,1,31,0,0,pollen_adna_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:1200-1700-bp,929,1200,1700,1450,1200-1700 BP,75.918949,26.491758,49.427191,24.081052,0.900131,21.091627,0.900131,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:1700-2200-bp,929,1700,2200,1950,1700-2200 BP,78.281441,20.760486,57.520955,21.718559,0.646597,18.986617,0.646597,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,1,1,0,0,0,0,pollen_archaeology_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:2200-2700-bp,929,2200,2700,2450,2200-2700 BP,75.190271,15.254792,59.935479,24.809729,0.076538,23.396124,0.076538,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,1,1,0,0,0,0,pollen_archaeology_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:2700-3200-bp,929,2700,3200,2950,2700-3200 BP,75.403721,12.178639,63.225082,24.596279,0.165083,22.87833,0.165083,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:3200-3700-bp,929,3200,3700,3450,3200-3700 BP,82.306689,18.56972,63.736969,17.693311,0.0,16.827115,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,1,8,0,0,pollen_adna_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:3700-4200-bp,929,3700,4200,3950,3700-4200 BP,86.157346,18.305597,67.851749,13.842654,0.0,13.160704,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,1,8,0,0,pollen_adna_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:4200-4700-bp,929,4200,4700,4450,4200-4700 BP,86.002737,14.474136,71.528601,13.997263,0.0,13.773384,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,1,1,1,26,0,0,pollen_archaeology_human_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:4700-5200-bp,929,4700,5200,4950,4700-5200 BP,86.661652,14.672878,71.988774,13.338348,0.0,12.910388,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,1,1,2,41,0,0,pollen_archaeology_human_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:5200-5700-bp,929,5200,5700,5450,5200-5700 BP,84.600674,17.920189,66.680485,15.399326,0.0,14.770683,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,1,1,2,41,0,0,pollen_archaeology_human_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:5700-6200-bp,929,5700,6200,5950,5700-6200 BP,85.62935,15.754208,69.875142,14.37065,0.0,13.817657,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:6200-6700-bp,929,6200,6700,6450,6200-6700 BP,89.296599,14.010769,75.28583,10.703401,0.0,9.921115,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:6700-7200-bp,929,6700,7200,6950,6700-7200 BP,90.850993,13.218499,77.632494,9.149007,0.0,8.502108,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:7200-7700-bp,929,7200,7700,7450,7200-7700 BP,90.964928,10.898444,80.066484,9.035072,0.0,8.329118,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:7700-8200-bp,929,7700,8200,7950,7700-8200 BP,89.463855,13.989408,75.474447,10.536145,0.0,9.994429,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:8200-8700-bp,929,8200,8700,8450,8200-8700 BP,85.832274,16.717145,69.115129,14.167727,0.0,13.413921,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:8700-9200-bp,929,8700,9200,8950,8700-9200 BP,90.899551,20.694523,70.205028,9.10045,0.0,8.056574,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:9200-9700-bp,929,9200,9700,9450,9200-9700 BP,85.445703,28.407122,57.038581,14.554296,0.0,12.42044,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,1,1,0,0,pollen_adna_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:9700-10200-bp,929,9700,10200,9950,9700-10200 BP,86.142042,40.432413,45.709629,13.857958,0.0,11.658797,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,1,1,0,0,pollen_adna_context
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:10200-10700-bp,929,10200,10700,10450,10200-10700 BP,84.850392,47.2566,37.593792,15.149608,0.0,12.575194,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:10700-11200-bp,929,10700,11200,10950,10700-11200 BP,71.266986,22.070682,49.196304,28.733014,0.0,28.344577,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Bjärsjön,registered_lake,include_lake_review,58.334534,13.65652,937075:929:11200-11700-bp,929,11200,11700,11450,11200-11700 BP,69.246118,24.619382,44.626736,30.753882,0.0,29.565618,0.0,0.0,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,0,0,0,0,0,0,pollen_model_only
Finjasjön,registered_lake,include_lake_review,56.133926,13.703841,937075:829:0-100-bp,829,0,100,50,0-100 BP,44.299893,16.837245,27.462648,55.700107,5.949875,29.711781,2.131145,3.818731,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,4,2,0,0,0,0,pollen_archaeology_context
Finjasjön,registered_lake,include_lake_review,56.133926,13.703841,937075:829:100-350-bp,829,100,350,225,100-350 BP,29.223977,6.602185,22.621792,70.776023,22.139198,25.011105,1.319261,20.819937,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,137,8,0,0,0,0,pollen_archaeology_context
Finjasjön,registered_lake,include_lake_review,56.133926,13.703841,937075:829:350-700-bp,829,350,700,525,350-700 BP,41.969349,3.814642,38.154707,58.03065,9.689666,25.545768,0.671051,9.018615,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,262,8,0,0,0,0,pollen_archaeology_context
Finjasjön,registered_lake,include_lake_review,56.133926,13.703841,937075:829:700-1200-bp,829,700,1200,950,700-1200 BP,53.804534,5.768267,48.036267,46.195466,13.258743,17.3478,0.357634,12.901109,Cerealia.t and Secale are modeled pollen-cover estimates; they are not observed crop acreage or proof of cultivation at the target,116,3,0,0,0,0,pollen_archaeology_context
