locality_token,species_latin_name,species_common_name,project_accessions,source_family,source_releases,record_modalities,review_strengths,provenance_qualities,original_location_text,locality,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_evidence_class,chronology_precision_posture,nordic_inclusion,nordic_inclusion_reason,interpretation_note
sus_scrofa_domesticus:locality:prjeb30282:augustarauricakastelen:switzerland,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,"Augusta Raurica, Kastelen","Augusta Raurica, Kastelen",Switzerland,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:ayntepesi:turkey,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Çayönü Tepesi,Çayönü Tepesi,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:bademaachyk:turkey,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Bademağacı Höyük,Bademağacı Höyük,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:bandargazcaspiansea:iran,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,"Bandar gaz, Caspian sea","Bandar gaz, Caspian sea",Iran,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:baselgasfabrik:switzerland,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Basel-Gasfabrik,Basel-Gasfabrik,Switzerland,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:bercy:france,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Bercy,Bercy,France,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:birsmattenbasisgrotte:switzerland,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Birsmatten-Basisgrotte,Birsmatten-Basisgrotte,Switzerland,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:bodziastan1:poland,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Bodzia stan 1,Bodzia stan 1,Poland,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:boulancourt:france,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Boulancourt,Boulancourt,France,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:bunds:denmark,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Bundsø,Bundsø,Denmark,55.02158609,9.77344984,55.02158609,9.77344984,approximate,4700 BP,4700,4700,4700,archaeological_context,archaeological_context_date,sample_approximate_or_modeled,true,This locality falls inside the Nordic publication footprint through direct Denmark sample evidence.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:bunnikodijkutrecht:netherlands,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,"Bunnik Odijk, Utrecht","Bunnik Odijk, Utrecht",Netherlands,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:burankayaiv:ukraine,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Buran-Kaya IV,Buran-Kaya IV,Ukraine,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:cabeodaamoreira:portugal,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Cabeço da Amoreira,Cabeço da Amoreira,Portugal,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:cabeodaarruda:portugal,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Cabeço da Arruda,Cabeço da Arruda,Portugal,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:casasolimatroina:italy,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Casa Solima (Troina),Casa Solima (Troina),Italy,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:cencelle:italy,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Cencelle,Cencelle,Italy,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:chedworthromanvilla:england,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Chedworth Roman villa,Chedworth Roman villa,England,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:coppergate:england,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Coppergate,Coppergate,England,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:cryptabalbi:italy,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Crypta Balbi,Crypta Balbi,Italy,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:cscioarelea:romania,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Căscioarele A,Căscioarele A,Romania,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:direklicave:turkey,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Direkli Cave,Direkli Cave,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:durostorumostrovfarm4:romania,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Durostorum-Ostrov Farm 4,Durostorum-Ostrov Farm 4,Romania,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:durringtonwalls:england,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Durrington Walls,Durrington Walls,England,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:eilsleben:germany,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Eilsleben,Eilsleben,Germany,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:elportalnportaloncuevamayor:spain,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,El Portalón (Portalon Cueva Mayor),El Portalón (Portalon Cueva Mayor),Spain,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:erbabahyk:turkey,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Erbaba Höyük,Erbaba Höyük,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:exedraofcryptabalbi:italy,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Exedra of Crypta Balbi,Exedra of Crypta Balbi,Italy,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:flynderhage:denmark,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Flynderhage,Flynderhage,Denmark,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,true,This locality falls inside the Nordic publication footprint through direct Denmark sample evidence.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:friesack:germany,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Friesack,Friesack,Germany,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:gbeklitepe:turkey,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Göbekli Tepe,Göbekli Tepe,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:gomolava:serbia,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Gomolava,Gomolava,Serbia,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:gordion:turkey,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Gordion,Gordion,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:grctepeii:turkey,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Gürcütepe II,Gürcütepe II,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:grottadelsantuariodellamadonna:italy,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Grotta del Santuario della Madonna,Grotta del Santuario della Madonna,Italy,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:grottaverdealgherosardinia:italy,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Grotta Verde Alghero (Sardinia),Grotta Verde Alghero (Sardinia),Italy,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:haftavantepe:iran,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Haftavan Tepe,Haftavan Tepe,Iran,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:hallanemi:turkey,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Hallan Çemi,Hallan Çemi,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:herxheim:germany,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Herxheim,Herxheim,Germany,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:houtenhoogdijkutrecht:netherlands,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,"Houten-Hoogdijk, Utrecht","Houten-Hoogdijk, Utrecht",Netherlands,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:hrovatell:romania,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Hârşova-tell,Hârşova-tell,Romania,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:icoana:romania,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Icoana,Icoana,Romania,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:klimonas:cyprus,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Klimonas,Klimonas,Cyprus,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:kohnetepesi:iran,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Kohne Tepesi,Kohne Tepesi,Iran,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:kushrasalkhaimah:unitedarabemirates,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,"Kush, Ras al-Khaimah","Kush, Ras al-Khaimah",United Arab Emirates,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:latronicopotenzabasilicata:italy,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,"Latronico (Potenza, Basilicata)","Latronico (Potenza, Basilicata)",Italy,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:lchashen:armenia,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Lchashen,Lchashen,Armenia,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:leilan:syria,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Leilan,Leilan,Syria,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:letagrottedutai:france,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Le Taï (Grotte du Tai),Le Taï (Grotte du Tai),France,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:londerzeel:belgium,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Londerzeel,Londerzeel,Belgium,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:madzhari:macedoniafyrom,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Madzhari,Madzhari,Macedonia (FYROM),,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:mgura:romania,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,Măgura,Măgura,Romania,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
sus_scrofa_domesticus:locality:prjeb30282:miankalehcaspiansea:iran,Sus scrofa domesticus,pig,PRJEB30282,ENA,PRJEB30282,archive_reads,primary_paper_pinned,primary_paper_pinned,"Miankaleh, Caspian sea","Miankaleh, Caspian sea",Iran,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
