site_id,site_uuid,site_name,country,latitude,longitude,source_url,discovery_readiness,chronology_resolved,chronology_interval_count,chronology_record_count,chronology_kind_count,chronology_kinds,bibliography_count,dataset_count,sample_group_count,physical_sample_count,analysis_entity_count,raa_density_context_count,raa_context_role,current_activity_status,discovery_rank
4173,7e013126-2705-43a6-b109-bdd755ae2e28,Fivelstad kyrka,Sweden,58.4418912603,15.0022096889,https://browser.sead.se/site/4173,chronology_and_bibliography_ready,True,40,68,2,"[""dating_range"", ""dendrochronology""]",108,108,1,19,108,9863,coarse_spatial_context_only,not_captured_by_repository_sources,49
4146,e7bbda67-61e2-4b09-80c0-7bbdf869b082,Gålarmora,Sweden,60.3364979894,18.013698688,https://browser.sead.se/site/4146,chronology_and_bibliography_ready,True,38,68,2,"[""dating_range"", ""dendrochronology""]",102,102,1,17,102,3238,coarse_spatial_context_only,not_captured_by_repository_sources,50
4114,96e048bb-1dd5-4e9b-b5d7-7f105600ff82,Härads kyrka,Sweden,59.3598703443,16.9092602778,https://browser.sead.se/site/4114,chronology_and_bibliography_ready,True,50,67,2,"[""dating_range"", ""dendrochronology""]",128,128,1,21,128,15126,coarse_spatial_context_only,not_captured_by_repository_sources,51
3834,49398c8f-8c82-417e-9c56-c39c9aa15d3f,Tosterup 32:2,Sweden,55.4800716178,13.9867459422,https://browser.sead.se/site/3834,chronology_and_bibliography_ready,True,41,65,2,"[""dating_range"", ""dendrochronology""]",130,130,1,19,130,6654,coarse_spatial_context_only,not_captured_by_repository_sources,52
3987,bcea0173-10dc-44ef-be45-2ec0ca1439a3,Särslövs kyrka,Sweden,55.6213576114,13.1598571309,https://browser.sead.se/site/3987,chronology_and_bibliography_ready,True,44,64,2,"[""dating_range"", ""dendrochronology""]",130,130,1,19,130,6654,coarse_spatial_context_only,not_captured_by_repository_sources,53
4036,731fec52-0950-4e13-b50c-571c4d91b988,Resmo kyrka,Sweden,56.5413620819,16.443276332,https://browser.sead.se/site/4036,chronology_and_bibliography_ready,True,59,63,2,"[""dating_range"", ""dendrochronology""]",186,186,1,32,186,6159,coarse_spatial_context_only,not_captured_by_repository_sources,54
4197,a72ce5b4-cdc7-48c2-af8c-f6baa8ea71ce,Brönnestads kyrka,Sweden,56.0801435964,13.6984040659,https://browser.sead.se/site/4197,chronology_and_bibliography_ready,True,33,62,2,"[""dating_range"", ""dendrochronology""]",119,119,1,18,119,8912,coarse_spatial_context_only,not_captured_by_repository_sources,55
4176,80e960a9-7d2f-4c08-a913-4b94fb5dd801,Farhults kyrka,Sweden,56.2140163145,12.7123001788,https://browser.sead.se/site/4176,chronology_and_bibliography_ready,True,41,61,2,"[""dating_range"", ""dendrochronology""]",147,146,1,22,146,6333,coarse_spatial_context_only,not_captured_by_repository_sources,56
3960,68ae9c5a-f388-4c2a-bb68-a39f836bf1c4,Viggesbo säteri,Sweden,57.69034414,15.5156977131,https://browser.sead.se/site/3960,chronology_and_bibliography_ready,True,29,61,2,"[""dating_range"", ""dendrochronology""]",103,103,5,15,103,4004,coarse_spatial_context_only,not_captured_by_repository_sources,57
4205,758ce4dc-facb-49b0-96a4-a5be2d68fdaa,Bosebo kyrka,Sweden,57.3061935154,13.3510066476,https://browser.sead.se/site/4205,chronology_and_bibliography_ready,True,38,60,2,"[""dating_range"", ""dendrochronology""]",189,189,1,29,189,8587,coarse_spatial_context_only,not_captured_by_repository_sources,58
3956,7a032551-0a4d-458b-9d28-9c44622ea736,Visseltofta kyrka,Sweden,56.427730662,13.8564207006,https://browser.sead.se/site/3956,chronology_and_bibliography_ready,True,52,60,2,"[""dating_range"", ""dendrochronology""]",129,129,1,19,129,8912,coarse_spatial_context_only,not_captured_by_repository_sources,59
4078,9d635daf-cd52-43a1-97c1-f97401cd683c,Lilla Rotsunda,Sweden,59.4860246206,17.9218579973,https://browser.sead.se/site/4078,chronology_and_bibliography_ready,True,6,60,2,"[""dating_range"", ""dendrochronology""]",102,102,1,17,102,27450,coarse_spatial_context_only,not_captured_by_repository_sources,60
3862,637c83bc-d692-4ed5-a9a3-c67e0b317774,Prästtorp,Sweden,58.4028209933,14.8474776891,https://browser.sead.se/site/3862,chronology_and_bibliography_ready,True,43,59,2,"[""dating_range"", ""dendrochronology""]",176,176,1,27,176,3815,coarse_spatial_context_only,not_captured_by_repository_sources,61
4033,6d7c3da7-ad99-4e7c-ade2-266d21889285,Rusthållargården,Sweden,59.616572509,18.4348167539,https://browser.sead.se/site/4033,chronology_and_bibliography_ready,True,20,59,2,"[""dating_range"", ""dendrochronology""]",84,84,1,14,84,10763,coarse_spatial_context_only,not_captured_by_repository_sources,62
4061,6049e35b-132d-41ac-85ed-ee04415b81af,Mellby kyrka,Sweden,57.5560526033,15.1079898518,https://browser.sead.se/site/4061,chronology_and_bibliography_ready,True,47,58,2,"[""dating_range"", ""dendrochronology""]",180,180,2,30,180,4004,coarse_spatial_context_only,not_captured_by_repository_sources,63
3886,039da16a-89ad-40dd-af30-6bd7f1363fb5,Kvarteret Guldsmeden,Sweden,57.6675696327,14.9710674526,https://browser.sead.se/site/3886,chronology_and_bibliography_ready,True,42,57,2,"[""dating_range"", ""dendrochronology""]",138,138,2,24,138,8067,coarse_spatial_context_only,not_captured_by_repository_sources,64
4202,875ab058-0fcf-4081-9e09-24bb92e6227c,Bro kyrka,Sweden,57.6700592876,18.4747985406,https://browser.sead.se/site/4202,chronology_and_bibliography_ready,True,18,57,2,"[""dating_range"", ""dendrochronology""]",114,113,1,18,113,13558,coarse_spatial_context_only,not_captured_by_repository_sources,65
4178,3be79edd-3302-4567-bfa8-e9184037ac44,Etelhems kyrka,Sweden,57.337221976,18.4958931378,https://browser.sead.se/site/4178,chronology_and_bibliography_ready,True,12,56,2,"[""dating_range"", ""dendrochronology""]",126,126,1,21,126,13558,coarse_spatial_context_only,not_captured_by_repository_sources,66
3953,63c21cf2-0ebd-4ef6-8886-dbabca394d0a,Voxtorps kyrka,Sweden,56.5384067914,16.1426361678,https://browser.sead.se/site/3953,chronology_and_bibliography_ready,True,54,56,2,"[""dating_range"", ""dendrochronology""]",108,108,1,18,108,6159,coarse_spatial_context_only,not_captured_by_repository_sources,67
3999,79553ea8-a9dd-4830-90bb-2ebb56736998,Sproge gamla stavkyrka,Sweden,57.2536558517,18.2109779133,https://browser.sead.se/site/3999,chronology_and_bibliography_ready,True,52,56,2,"[""dating_range"", ""dendrochronology""]",90,90,1,15,90,13558,coarse_spatial_context_only,not_captured_by_repository_sources,68
3942,386b74e7-a4e3-4b06-8e59-eb77f854486f,Västra Nöbbelövs kyrka,Sweden,55.435257265,13.6169241057,https://browser.sead.se/site/3942,chronology_and_bibliography_ready,True,44,56,2,"[""dating_range"", ""dendrochronology""]",90,90,1,15,90,6654,coarse_spatial_context_only,not_captured_by_repository_sources,69
3950,a95c7790-bfbb-4db0-960f-16d1d226cd4e,Värna kyrka,Sweden,58.3139760359,15.9247175364,https://browser.sead.se/site/3950,chronology_and_bibliography_ready,True,29,55,2,"[""dating_range"", ""dendrochronology""]",115,115,1,17,115,9863,coarse_spatial_context_only,not_captured_by_repository_sources,70
4075,597195db-7e87-495d-a0dd-c8573f65b336,Linderöds kyrka,Sweden,55.9376955798,13.8238972477,https://browser.sead.se/site/4075,chronology_and_bibliography_ready,True,32,54,2,"[""dating_range"", ""dendrochronology""]",145,145,1,22,145,6654,coarse_spatial_context_only,not_captured_by_repository_sources,71
3933,ec13d6d4-f977-4392-8257-cb5f4eeb0723,Östensbo,Sweden,60.3339385481,18.0553473546,https://browser.sead.se/site/3933,chronology_and_bibliography_ready,True,20,54,2,"[""dating_range"", ""dendrochronology""]",84,84,1,14,84,3238,coarse_spatial_context_only,not_captured_by_repository_sources,72
4231,32741661-fd2a-41be-bde4-d7f9c1bc8c1c,Allemora,Sweden,59.623258476,18.459772415,https://browser.sead.se/site/4231,chronology_and_bibliography_ready,True,20,54,2,"[""dating_range"", ""dendrochronology""]",78,78,1,13,78,10763,coarse_spatial_context_only,not_captured_by_repository_sources,73
4177,d2b579a2-b1b7-4fa9-ae49-42611894798b,Fallebo gård,Sweden,57.2825301121,16.4599047102,https://browser.sead.se/site/4177,chronology_and_bibliography_ready,True,21,53,2,"[""dating_range"", ""dendrochronology""]",116,116,1,17,116,8480,coarse_spatial_context_only,not_captured_by_repository_sources,74
4004,fdc6e022-b4fe-4ad2-9dfb-425ff197b0a5,Smedstorps slott,Sweden,55.5630381446,14.1077989281,https://browser.sead.se/site/4004,chronology_and_bibliography_ready,True,47,53,2,"[""dating_range"", ""dendrochronology""]",115,115,1,17,115,3205,coarse_spatial_context_only,not_captured_by_repository_sources,75
3940,3750934a-75d0-4271-935f-873dd8a8404f,Väversunda kyrka,Sweden,58.3465756683,14.7105073647,https://browser.sead.se/site/3940,chronology_and_bibliography_ready,True,49,53,2,"[""dating_range"", ""dendrochronology""]",84,84,1,14,84,3815,coarse_spatial_context_only,not_captured_by_repository_sources,76
3998,4a655515-7fcc-4b8a-a90c-61095c27722d,Steninge slott,Sweden,59.6020978067,17.8044417982,https://browser.sead.se/site/3998,chronology_and_bibliography_ready,True,18,52,2,"[""dating_range"", ""dendrochronology""]",129,129,4,20,129,27450,coarse_spatial_context_only,not_captured_by_repository_sources,77
3883,0cf610f9-a6dd-48d4-9d78-60da25eabdb4,Kvarteret Kommendanten,Sweden,56.028818534,14.1550941057,https://browser.sead.se/site/3883,chronology_and_bibliography_ready,True,36,52,2,"[""dating_range"", ""dendrochronology""]",114,114,1,19,114,10817,coarse_spatial_context_only,not_captured_by_repository_sources,78
4203,82796ec0-1b8a-4667-b62c-927baca7d274,Bredsätra kyrka,Sweden,56.8448438336,16.7938090021,https://browser.sead.se/site/4203,chronology_and_bibliography_ready,True,50,52,2,"[""dating_range"", ""dendrochronology""]",72,72,1,12,72,6159,coarse_spatial_context_only,not_captured_by_repository_sources,79
4044,1a9ab94c-2ffb-4f03-accd-f0fa5e6c6adb,Näs kyrka,Sweden,57.1101560368,18.2624139623,https://browser.sead.se/site/4044,chronology_and_bibliography_ready,True,19,50,2,"[""dating_range"", ""dendrochronology""]",84,84,1,14,84,13558,coarse_spatial_context_only,not_captured_by_repository_sources,80
4108,3e64700b-3a49-4e01-9d0d-ca2da518236b,Hörsne kyrka,Sweden,57.5585118971,18.5974471903,https://browser.sead.se/site/4108,chronology_and_bibliography_ready,True,42,50,2,"[""dating_range"", ""dendrochronology""]",83,83,1,13,83,13558,coarse_spatial_context_only,not_captured_by_repository_sources,81
3969,3b1b0019-5dbd-4529-8cd0-6830f3ed43b5,Ulriksdals slott,Sweden,59.3882458255,18.0148647054,https://browser.sead.se/site/3969,chronology_and_bibliography_ready,True,32,50,2,"[""dating_range"", ""dendrochronology""]",78,78,1,13,78,10763,coarse_spatial_context_only,not_captured_by_repository_sources,82
4100,098ae136-6ec7-4a3c-835f-0e5e1ee48da6,Kleva gård,Sweden,59.01385283,17.0847642233,https://browser.sead.se/site/4100,chronology_and_bibliography_ready,True,32,49,2,"[""dating_range"", ""dendrochronology""]",96,96,2,14,96,27450,coarse_spatial_context_only,not_captured_by_repository_sources,83
4081,84cb8b7c-0aa4-4c93-b9e8-6c0af51e22dd,Lassor,Sweden,57.9708347187,19.2317309103,https://browser.sead.se/site/4081,chronology_and_bibliography_ready,True,12,49,2,"[""dating_range"", ""dendrochronology""]",72,72,1,12,72,,coarse_spatial_context_only,not_captured_by_repository_sources,84
4109,3323adeb-a682-4769-b3c4-72fccfff7d84,Hörja kyrka,Sweden,56.2056145128,13.5898355804,https://browser.sead.se/site/4109,chronology_and_bibliography_ready,True,42,48,2,"[""dating_range"", ""dendrochronology""]",112,112,1,17,112,8912,coarse_spatial_context_only,not_captured_by_repository_sources,85
4207,5fe96935-0dac-4559-88e7-fbcadddf0f9a,Borgmästargården,Sweden,57.6663230944,15.8477446388,https://browser.sead.se/site/4207,chronology_and_bibliography_ready,True,12,48,2,"[""dating_range"", ""dendrochronology""]",96,96,1,14,96,4004,coarse_spatial_context_only,not_captured_by_repository_sources,86
4122,043cd6a7-6ccf-408b-b68a-92ce62be8c56,Hossmo kyrka,Sweden,56.6371820488,16.225186553,https://browser.sead.se/site/4122,chronology_and_bibliography_ready,True,44,48,2,"[""dating_range"", ""dendrochronology""]",96,96,1,16,96,6159,coarse_spatial_context_only,not_captured_by_repository_sources,87
4198,08a231ea-e01c-4b06-9765-20b511490242,Brunsta gård,Sweden,58.780304488,16.9499694894,https://browser.sead.se/site/4198,chronology_and_bibliography_ready,True,26,48,2,"[""dating_range"", ""dendrochronology""]",95,95,3,15,95,12413,coarse_spatial_context_only,not_captured_by_repository_sources,88
