species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,chronology_text,chronology_strength,chronology_provenance_path,chronology_provenance_kind,chronology_provenance_locator,chronology_provenance_text,chronology_normalization_status,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_conflict_note,review_note
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533180,Besta6_Kaz_m661,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2611 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row163,"Besta6_Kaz_m661 | 51.575646 N, 64.724468 E | Bestamak | Kazakhstan | DOM2 | cemetery, Early Iron Age | 199638 | 2510 | 20 | -776 | -545 | 661 | 2611 | M | this study | 1 | 4 | 4 | 121774280 | 11725048 | 133499328 | - | - | - | 65.293529059299999 | 2.2386325556700002 | 9.9700000000000006E-4 | 1.41709",normalized_point,2611,2611,2611,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533181,Besta7_Kaz_m3132,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5082 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row164,"Besta7_Kaz_m3132 | 51.575646 N, 64.724468 E | Bestamak | Kazakhstan | BOTAI | cemetery, Eneolithic Tersek Culture | 199618 | 4440 | 20 | -3328 | -2936 | 3132 | 5082 | F | this study | 1 | 4 | 4 | 787359352 | 113269954 | 900629306 | - | - | - | 737.92989814299995 | 13.6396969536 | 9.7499999999999996E",normalized_point,5082,5082,5082,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533182,Bi5x1_Rus_m625,supplementary_table_sample_label_anchor,direct_table_extracted,final,,2575 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row144,"Bi5x1_Rus_m625 | 51.164483 N, 86.139367 E | Bijke-V | Russia | DOM2 | settlement, Iron Age Biyke Culture, 2nd half of 7th century BCE | - | - | - | - | - | 625 | 2575 | M | this study | 1 | 4 | 4 | 84750434 | 7820454 | 92570888 | - | - | - | 53.265488316400003 | 1.8464012298400001 | 1.062E-3 | 1.223",normalized_point,2575,2575,2575,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533183,Borly1_Kaz_m4449,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6399 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row169,"Borly1_Kaz_m4449 | 51.826192 N, 77.948253 E | Borly | Kazakhstan | NEO-BOR | settlement, Neolithic, second halft of fifth millennium BCE | 199617 | 5625 | 20 | -4533 | -4364 | 4449 | 6399 | F | this study | 1 | 4 | 4 | 236028839 | 18686852 | 254715691 | - | - | - | 183.89005392499999 | 3.79071115661",normalized_point,6399,6399,6399,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533184,Borly3_Kaz_m4499,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6449 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row170,"Borly3_Kaz_m4499 | 51.826192 N, 77.948253 E | Borly | Kazakhstan | NEO-BOR | settlement, Neolithic, second halft of fifth millennium BCE | 199639 | 5675 | 20 | -4547 | -4451 | 4499 | 6449 | F | this study | 1 | 4 | 4 | 712453563 | 442002362 | 1154455925 | - | - | - | 261.47405632099998 | 3.202855858",normalized_point,6449,6449,6449,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533185,Borly7_Kaz_m4636,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6586 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row171,"Borly7_Kaz_m4636 | 51.826192 N, 77.948253 E | Borly | Kazakhstan | NEO-BOR | settlement, Neolithic, second halft of fifth millennium BCE | 199640 | 5800 | 20 | -4718 | -4554 | 4636 | 6586 | M | this study | 1 | 4 | 4 | 426680625 | 81878900 | 508559525 | - | - | - | 286.57088076700001 | 2.45561887571",normalized_point,6586,6586,6586,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533186,Borly8_Kaz_m4290,supplementary_table_sample_label_anchor,direct_table_extracted,final,,6240 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row172,"Borly8_Kaz_m4290 | 51.826192 N, 77.948253 E | Borly | Kazakhstan | NEO-BOR | settlement, Neolithic, second halft of fifth millennium BCE | 208896 | 5410 | 15 | -4333 | -4246 | 4290 | 6240 | M | this study | 1 | 4 | 4 | 741530951 | 164852338 | 906383289 | - | - | - | 144.93025763899999 | 3.1710732470",normalized_point,6240,6240,6240,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533187,Botai18x10_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row211,"Botai18x10_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | M | this study | 1 | 1 | 1 | 138585898 | 23576094 | 162161992 | - | - | - | 143.76632714199999 | 2.96956470153 | 8.0000000000000004E-4 | 1.9765",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533188,Botai18x11_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row212,"Botai18x11_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | M | this study | 1 | 1 | 1 | 184540540 | 19356786 | 203897326 | - | - | - | 143.85865787899999 | 3.9830604365000002 | 7.5100000000000004E-4 | 2",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533189,Botai18x12_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row213,"Botai18x12_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | M | this study | 1 | 1 | 1 | 115026962 | 7342360 | 122369322 | - | - | - | 54.434032354700001 | 2.3747276464299998 | 8.8999999999999995E-4 | 1.",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533190,Botai18x13_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row214,"Botai18x13_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | F | this study | 1 | 1 | 1 | 147644115 | 24155208 | 171799323 | - | - | - | 130.95919712400001 | 3.0998402107 | 8.43E-4 | 2.0197887102499998 | ",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533191,Botai18x14_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row215,"Botai18x14_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | F | this study | 1 | 1 | 1 | 339573122 | 27665502 | 367238624 | - | - | - | 290.67920910700002 | 7.6062453920899999 | 7.1400000000000001E-4 | 5",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533192,Botai18x15_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row216,"Botai18x15_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | F | this study | 1 | 1 | 1 | 93206464 | 24027982 | 117234446 | - | - | - | 94.118633912500002 | 2.62519962403 | 7.54E-4 | 1.7672697397899999 | ",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533193,Botai18x16_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row217,"Botai18x16_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | M | this study | 1 | 1 | 1 | 98673128 | 6054990 | 104728118 | - | - | - | 64.540323547 | 2.1086901918900001 | 8.4199999999999998E-4 | 1.3623017",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533194,Botai18x17_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row218,"Botai18x17_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | M | this study | 1 | 1 | 1 | 191087322 | 14550532 | 205637854 | - | - | - | 100.12636309200001 | 4.1569476173000002 | 8.1300000000000003E-4 | 2",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533195,Botai18x26_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row219,"Botai18x26_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | M | this study | 1 | 1 | 1 | 338177168 | 61815092 | 399992260 | - | - | - | 234.74008388300001 | 7.6207757356999997 | 7.7399999999999995E-4 | 5",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533196,Botai18x28_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row220,"Botai18x28_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | F | this study | 1 | 1 | 1 | 65574268 | 9212158 | 74786426 | - | - | - | 45.395446375100001 | 1.5578872446400001 | 7.6999999999999996E-4 | 1.02",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533197,Botai18x29_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row221,"Botai18x29_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | M | this study | 1 | 1 | 1 | 40831891 | 6198608 | 47030499 | - | - | - | 34.697783103699997 | 1.0101047587600001 | 8.4500000000000005E-4 | 0.66",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533198,Botai18x31_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row223,"Botai18x31_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | F | this study | 1 | 1 | 1 | 326749468 | 38819968 | 365569436 | - | - | - | 240.936668664 | 7.3821197492000001 | 8.5400000000000005E-4 | 4.8501",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533199,Botai18x33_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row224,"Botai18x33_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | M | this study | 1 | 1 | 1 | 124922817 | 14274078 | 139196895 | - | - | - | 116.174895147 | 2.98377790853 | 8.92E-4 | 1.9438958308300001 | 2.59",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
Equus caballus,horse,PRJEB44430,prjeb44430:samea9533200,Botai18x3_Kaz_m3328,supplementary_table_sample_label_anchor,direct_table_extracted,final,,5278 BP,sample_owned_interval,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row222,"Botai18x3_Kaz_m3328 | 53.303942 N, 67.645786 E | Botai | Kazakhstan | BOTAI | settlement, Eneolithic Botai Culture (*1) | - | - | - | - | - | 3328 | 5278 | F | this study | 1 | 1 | 1 | 137726263 | 9906900 | 147633163 | - | - | - | 106.601258238 | 2.4747689788299998 | 8.3900000000000001E-4 | 1.608288",normalized_point,5278,5278,5278,mixed_radiocarbon_and_archaeological_context,Sample-owned chronology disagrees with the project-level chronology interval.,Chronology keeps the sample-owned claim because it conflicts with the project-level context row.
