species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Felis catus,cat,PRJEB81815,prjeb81815:samea120246525,BREMcat05,archive_supplement_exact_join,direct_table_extracted,final,,"Bremen; 201-Altstadt, Marktplatz",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246525 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row16 -> Table_S1!row44,ENA identifies SAMEA120246525 as Felis catus (tax_id 9685). Exact workbook join BREM05; source chronology: 1440AD (65.0%) 1530AD / 1570AD (30.4%) 1630AD.,"Bremen; 201-Altstadt, Marktplatz",,,Germany,,supplementary_table_coordinates,mappable_point,exact,320-510 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246526,BREMcat07,archive_supplement_exact_join,direct_table_extracted,final,,"Bremen; 253-Altstadt, Am Wall",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246526 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row17 -> Table_S1!row45,ENA identifies SAMEA120246526 as Felis catus (tax_id 9685). Exact workbook join BREM07; source chronology: 16th.,"Bremen; 253-Altstadt, Am Wall",,,Germany,,supplementary_table_coordinates,mappable_point,exact,16th,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246527,BRPAcat24,archive_supplement_exact_join,direct_table_extracted,final,,"Parking 58, Brussels",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246527 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row18 -> Table_S1!row23,ENA identifies SAMEA120246527 as Felis catus (tax_id 9685). Exact workbook join BRPA24; source chronology: end 14th - 15th cent. AD.,"Parking 58, Brussels",,,Belgium,,supplementary_table_coordinates,mappable_point,exact,end 14th - 15th cent. AD,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246528,BRPAcat27,archive_supplement_exact_join,direct_table_extracted,final,,"Parking 58, Brussels",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246528 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row20 -> Table_S1!row24,ENA identifies SAMEA120246528 as Felis catus (tax_id 9685). Exact workbook join BRPA27; source chronology: end 14th - 15th cent. AD.,"Parking 58, Brussels",,,Belgium,,supplementary_table_coordinates,mappable_point,exact,end 14th - 15th cent. AD,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246529,CASTcat02,archive_supplement_exact_join,direct_table_extracted,final,,Castiglione in Sabina,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246529 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row22 -> Table_S1!row74,ENA identifies SAMEA120246529 as Felis catus (tax_id 9685). Exact workbook join CAST02; source chronology: 11-12th c AD.,Castiglione in Sabina,,,Italy,,supplementary_table_coordinates,mappable_point,exact,11-12th c AD,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246530,CECcat03,archive_supplement_exact_join,direct_table_extracted,final,,"Rome, S. Cecilia in Trastevere",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246530 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row23 -> Table_S1!row75,ENA identifies SAMEA120246530 as Felis catus (tax_id 9685). Exact workbook join CEC03; source chronology: 12-13th c AD.,"Rome, S. Cecilia in Trastevere",,,Italy,,supplementary_table_coordinates,mappable_point,exact,12-13th c AD,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246531,CETcat01,archive_supplement_exact_join,direct_table_extracted,final,,"Cova de Els Trocs, Huesca",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246531 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row25 -> Table_S1!row186,ENA identifies SAMEA120246531 as Felis silvestris silvestris (tax_id 463207). Exact workbook join CET01; source chronology: 5300BC (9.4%) 5250BC / 5230BC (86.0%) 5040BC (dated twice accidentally).,"Cova de Els Trocs, Huesca",,,Spain,,supplementary_table_coordinates,mappable_point,exact,6989-7249 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246532,COCcat01,archive_supplement_exact_join,direct_table_extracted,final,,"Grotta del Cocci (Narni, Umbria)",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246532 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row26 -> Table_S1!row76,ENA identifies SAMEA120246532 as Felis silvestris silvestris (tax_id 463207). Exact workbook join COC01; source chronology: 5370BC (95.4%) 5210BC.,"Grotta del Cocci (Narni, Umbria)",,,Italy,,supplementary_table_coordinates,mappable_point,exact,7159-7319 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246533,DHcat06,archive_supplement_exact_join,direct_table_extracted,final,,Demircihüyük,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246533 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row28 -> Table_S1!row205,ENA identifies SAMEA120246533 as Felis catus (tax_id 9685). Exact workbook join DH06; source chronology: 1302 (74.8%) 1369calAD / 1380 (20.6%) 1401calAD.,Demircihüyük,,,Turkey,,supplementary_table_coordinates,mappable_point,exact,550-650 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246534,DOScat01,archive_supplement_exact_join,direct_table_extracted,final,,Galgenbühel/Dos de la Forca-Salorno,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246534 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row31 -> Table_S1!row77,ENA identifies SAMEA120246534 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DOS01; source chronology: 8240BC (95.4%) 7940BC.,Galgenbühel/Dos de la Forca-Salorno,,,Italy,,,,,9889-10189 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246535,DOScat03,archive_supplement_exact_join,direct_table_extracted,final,,Galgenbühel/Dos de la Forca-Salorno,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246535 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row33 -> Table_S1!row79,"ENA identifies SAMEA120246535 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DOS03; source chronology: 8,500-7,500 cal BC.",Galgenbühel/Dos de la Forca-Salorno,,,Italy,,,,,9449-10449 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246536,DURcat01,archive_supplement_exact_join,direct_table_extracted,final,,Durankulak,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246536 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row34 -> Table_S1!row30,ENA identifies SAMEA120246536 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR01; source chronology: 4450BC (95.4%) 4330BC.,Durankulak,,,Bulgaria,,supplementary_table_coordinates,mappable_point,exact,6279-6399 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246537,DURcat02,archive_supplement_exact_join,direct_table_extracted,final,,Durankulak,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246537 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row35 -> Table_S1!row31,ENA identifies SAMEA120246537 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR02; source chronology: Aeneolithic 4200-4100 cal BC.,Durankulak,,,Bulgaria,,supplementary_table_coordinates,mappable_point,exact,6049-6149 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246538,DURcat03,archive_supplement_exact_join,direct_table_extracted,final,,Durankulak,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246538 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row36 -> Table_S1!row32,ENA identifies SAMEA120246538 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR03; source chronology: Aeneolithic 4200-4100 cal BC.,Durankulak,,,Bulgaria,,supplementary_table_coordinates,mappable_point,exact,6049-6149 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246539,DURcat07,archive_supplement_exact_join,direct_table_extracted,final,,Durankulak,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246539 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row37 -> Table_S1!row34,ENA identifies SAMEA120246539 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR07; source chronology: Aeneolithic 4200-4100 cal BC.,Durankulak,,,Bulgaria,,supplementary_table_coordinates,mappable_point,exact,6049-6149 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246540,ECLYcat01,archive_supplement_exact_join,direct_table_extracted,final,,Ecly,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246540 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row38 -> Table_S1!row43,ENA identifies SAMEA120246540 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ECLY01; source chronology: 20AD (2.1%) 50AD / 60AD (93.3%) 210AD.,Ecly,,,France,,,,,1740-1930 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246541,FLUMcat02,archive_supplement_exact_join,direct_table_extracted,final,,"nuraghe Flumenelongu, Sardinia",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246541 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row39 -> Table_S1!row81,ENA identifies SAMEA120246541 as Felis catus (tax_id 9685). Exact workbook join FLUM02; source chronology: 600AD (2.7%) 620AD / 630AD (86.2%) 690AD / 740AD ( 6.6%) 780AD.,"nuraghe Flumenelongu, Sardinia",,,Italy,,,,,1170-1350 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246542,GLCAcat01,archive_supplement_exact_join,direct_table_extracted,final,,"Glencurran Cave, Co. Clare",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246542 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row41 -> Table_S1!row65,"ENA identifies SAMEA120246542 as Felis silvestris silvestris (tax_id 463207). Exact workbook join GLCA01; source chronology: 4778±24 BP (UBA-45133), 3634-3526  cal BC (Neolithic).","Glencurran Cave, Co. Clare",,,Ireland,,,,,5475-5583 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246543,GRAcat01,archive_supplement_exact_join,direct_table_extracted,final,,"Graffignano (Viterbo, Latium)",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246543 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row42 -> Table_S1!row91,ENA identifies SAMEA120246543 as Felis catus (tax_id 9685). Exact workbook join GRA01; source chronology: Late 15th-Early 16th cent AD.,"Graffignano (Viterbo, Latium)",,,Italy,,supplementary_table_coordinates,mappable_point,exact,Late 15th-Early 16th cent AD,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246544,GSAcat01,archive_supplement_exact_join,direct_table_extracted,final,,"Genoni Santu Antine, Sardinia",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246544 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row45 -> Table_S1!row92,ENA identifies SAMEA120246544 as Felis silvestris lybica (tax_id 61377). Exact workbook join GSA01; source chronology: 340BC (3.9%) 320BC / 200BC (91.5%) 50BC.,"Genoni Santu Antine, Sardinia",,,Italy,,supplementary_table_coordinates,mappable_point,exact,1999-2289 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246545,HAIScat01,archive_supplement_exact_join,direct_table_extracted,final,,"Haithabu, settlement area",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246545 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row47 -> Table_S1!row48,ENA identifies SAMEA120246545 as Felis catus (tax_id 9685). Exact workbook join HAIS01; source chronology: 800-1050 AD.,"Haithabu, settlement area",,,Germany,,,,,900-1150 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246546,HAIScat04,archive_supplement_exact_join,direct_table_extracted,final,,"Haithabu, settlement area",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246546 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row48 -> Table_S1!row50,ENA identifies SAMEA120246546 as Felis catus (tax_id 9685). Exact workbook join HAIS04; source chronology: 800-1050 AD.,"Haithabu, settlement area",,,Germany,,,,,900-1150 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246547,HAIScat10,archive_supplement_exact_join,direct_table_extracted,final,,"Haithabu, settlement area",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246547 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row49 -> Table_S1!row51,ENA identifies SAMEA120246547 as Felis catus (tax_id 9685). Exact workbook join HAIS10; source chronology: 800-1050 AD.,"Haithabu, settlement area",,,Germany,,,,,900-1150 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246548,IRTcat01,archive_supplement_exact_join,direct_table_extracted,final,,Iznik - Roman theatre,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246548 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row51 -> Table_S1!row207,ENA identifies SAMEA120246548 as Felis catus (tax_id 9685). Exact workbook join IRT01; source chronology: 575AD (95.4%) 650AD.,Iznik - Roman theatre,,,Turkey,,supplementary_table_coordinates,mappable_point,exact,1300-1375 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246549,KASPcat01,archive_supplement_exact_join,direct_table_extracted,final,,Kassope,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246549 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row52 -> Table_S1!row63,ENA identifies SAMEA120246549 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP01; source chronology: 400BC (33.6%) 340BC / 310BC (61.8%) 200BC.,Kassope,,,Greece,,supplementary_table_coordinates,mappable_point,exact,2149-2349 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246550,KASPcat02,archive_supplement_exact_join,direct_table_extracted,final,,Kassope,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246550 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row53 -> Table_S1!row64,ENA identifies SAMEA120246550 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP02; source chronology: 4th-1st cent BC.,Kassope,,,Greece,,supplementary_table_coordinates,mappable_point,exact,4th-1st cent BC,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246551,KOPcat04,archive_supplement_exact_join,direct_table_extracted,final,,Koprivec,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246551 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row55 -> Table_S1!row37,ENA identifies SAMEA120246551 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KOP04; source chronology: 5480BC (95.4%) 5360BC.,Koprivec,,,Bulgaria,,supplementary_table_coordinates,mappable_point,exact,7309-7429 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246552,LABcat01,archive_supplement_exact_join,direct_table_extracted,final,,Labastida,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246552 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row57 -> Table_S1!row187,ENA identifies SAMEA120246552 as Felis catus (tax_id 9685). Exact workbook join LAB01; source chronology: end 15th-early 16th c..,Labastida,,,Spain,,supplementary_table_coordinates,mappable_point,exact,end 15th-early 16th c.,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246553,LHMcat02,archive_supplement_exact_join,direct_table_extracted,final,,Lauchheim-Mittelhofen,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246553 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row58 -> Table_S1!row55,ENA identifies SAMEA120246553 as Felis catus (tax_id 9685). Exact workbook join LHM02; source chronology: 8th/9th century CE.,Lauchheim-Mittelhofen,,,Germany,,,,,8th/9th century CE,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246554,LHMcat03,archive_supplement_exact_join,direct_table_extracted,final,,Lauchheim-Mittelhofen,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246554 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row59 -> Table_S1!row56,ENA identifies SAMEA120246554 as Felis catus (tax_id 9685). Exact workbook join LHM03; source chronology: 8th/9th century CE.,Lauchheim-Mittelhofen,,,Germany,,,,,8th/9th century CE,Sample-level locality comes directly from the recovered sample source row.
