project_accession,species_latin_name,source_surface,source_claim_scope,supporting_sample_count,original_locality_text,resolved_locality_text,locality_class,site_name,municipality_name,region_name,country_name,broader_geography,geocoding_safe_token,source_artifact_path,source_artifact_kind,source_locator,source_excerpt
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Bremen; 253-Altstadt, Am Wall","Bremen; 253-Altstadt, Am Wall",excavation_site,"Bremen; 253-Altstadt, Am Wall",,,Germany,,bremen253altstadtamwall,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246526 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row17 -> Table_S1!row45,ENA identifies SAMEA120246526 as Felis catus (tax_id 9685). Exact workbook join BREM07; source chronology: 16th.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Castiglione in Sabina,Castiglione in Sabina,excavation_site,Castiglione in Sabina,,,Italy,,castiglioneinsabina,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246529 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row22 -> Table_S1!row74,ENA identifies SAMEA120246529 as Felis catus (tax_id 9685). Exact workbook join CAST02; source chronology: 11-12th c AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Cova de Els Trocs, Huesca","Cova de Els Trocs, Huesca",excavation_site,"Cova de Els Trocs, Huesca",,,Spain,,covadeelstrocshuesca,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246531 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row25 -> Table_S1!row186,ENA identifies SAMEA120246531 as Felis silvestris silvestris (tax_id 463207). Exact workbook join CET01; source chronology: 5300BC (9.4%) 5250BC / 5230BC (86.0%) 5040BC (dated twice accidentally).
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Demircihüyük,Demircihüyük,excavation_site,Demircihüyük,,,Turkey,,demircihüyük,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246533 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row28 -> Table_S1!row205,ENA identifies SAMEA120246533 as Felis catus (tax_id 9685). Exact workbook join DH06; source chronology: 1302 (74.8%) 1369calAD / 1380 (20.6%) 1401calAD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,4,Durankulak,Durankulak,excavation_site,Durankulak,,,Bulgaria,,durankulak,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246536 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row34 -> Table_S1!row30,ENA identifies SAMEA120246536 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR01; source chronology: 4450BC (95.4%) 4330BC.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Ecly,Ecly,excavation_site,Ecly,,,France,,ecly,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246540 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row38 -> Table_S1!row43,ENA identifies SAMEA120246540 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ECLY01; source chronology: 20AD (2.1%) 50AD / 60AD (93.3%) 210AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,2,Galgenbühel/Dos de la Forca-Salorno,Galgenbühel/Dos de la Forca-Salorno,excavation_site,Galgenbühel/Dos de la Forca-Salorno,,,Italy,,galgenbüheldosdelaforcasalorno,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246534 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row31 -> Table_S1!row77,ENA identifies SAMEA120246534 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DOS01; source chronology: 8240BC (95.4%) 7940BC.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Genoni Santu Antine, Sardinia","Genoni Santu Antine, Sardinia",excavation_site,"Genoni Santu Antine, Sardinia",,,Italy,,genonisantuantinesardinia,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246544 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row45 -> Table_S1!row92,ENA identifies SAMEA120246544 as Felis silvestris lybica (tax_id 61377). Exact workbook join GSA01; source chronology: 340BC (3.9%) 320BC / 200BC (91.5%) 50BC.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Glencurran Cave, Co. Clare","Glencurran Cave, Co. Clare",excavation_site,"Glencurran Cave, Co. Clare",,,Ireland,,glencurrancavecoclare,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246542 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row41 -> Table_S1!row65,"ENA identifies SAMEA120246542 as Felis silvestris silvestris (tax_id 463207). Exact workbook join GLCA01; source chronology: 4778±24 BP (UBA-45133), 3634-3526  cal BC (Neolithic)."
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Graffignano (Viterbo, Latium)","Graffignano (Viterbo, Latium)",excavation_site,"Graffignano (Viterbo, Latium)",,,Italy,,graffignanoviterbolatium,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246543 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row42 -> Table_S1!row91,ENA identifies SAMEA120246543 as Felis catus (tax_id 9685). Exact workbook join GRA01; source chronology: Late 15th-Early 16th cent AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Grotta del Cocci (Narni, Umbria)","Grotta del Cocci (Narni, Umbria)",excavation_site,"Grotta del Cocci (Narni, Umbria)",,,Italy,,grottadelcoccinarniumbria,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246532 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row26 -> Table_S1!row76,ENA identifies SAMEA120246532 as Felis silvestris silvestris (tax_id 463207). Exact workbook join COC01; source chronology: 5370BC (95.4%) 5210BC.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,3,"Haithabu, settlement area","Haithabu, settlement area",excavation_site,"Haithabu, settlement area",,,Germany,,haithabusettlementarea,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246545 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row47 -> Table_S1!row48,ENA identifies SAMEA120246545 as Felis catus (tax_id 9685). Exact workbook join HAIS01; source chronology: 800-1050 AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Iznik - Roman theatre,Iznik - Roman theatre,excavation_site,Iznik - Roman theatre,,,Turkey,,iznikromantheatre,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246548 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row51 -> Table_S1!row207,ENA identifies SAMEA120246548 as Felis catus (tax_id 9685). Exact workbook join IRT01; source chronology: 575AD (95.4%) 650AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,2,Kassope,Kassope,excavation_site,Kassope,,,Greece,,kassope,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246549 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row52 -> Table_S1!row63,ENA identifies SAMEA120246549 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP01; source chronology: 400BC (33.6%) 340BC / 310BC (61.8%) 200BC.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Koprivec,Koprivec,excavation_site,Koprivec,,,Bulgaria,,koprivec,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246551 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row55 -> Table_S1!row37,ENA identifies SAMEA120246551 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KOP04; source chronology: 5480BC (95.4%) 5360BC.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Labastida,Labastida,excavation_site,Labastida,,,Spain,,labastida,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246552 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row57 -> Table_S1!row187,ENA identifies SAMEA120246552 as Felis catus (tax_id 9685). Exact workbook join LAB01; source chronology: end 15th-early 16th c..
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,2,Lauchheim-Mittelhofen,Lauchheim-Mittelhofen,excavation_site,Lauchheim-Mittelhofen,,,Germany,,lauchheimmittelhofen,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246553 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row58 -> Table_S1!row55,ENA identifies SAMEA120246553 as Felis catus (tax_id 9685). Exact workbook join LHM02; source chronology: 8th/9th century CE.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Mautern - vicus Ost,Mautern - vicus Ost,excavation_site,Mautern - vicus Ost,,,Austria,,mauternvicusost,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246560 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row65 -> Table_S1!row6,ENA identifies SAMEA120246560 as Felis catus (tax_id 9685). Exact workbook join MTR01B; source chronology: 50BC (95.4%) 80AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Menteşe,Menteşe,excavation_site,Menteşe,,,Turkey,,menteşe,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246555 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row60 -> Table_S1!row209,ENA identifies SAMEA120246555 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MENT01; source chronology: 6073 (95.4%) 5986 calBC.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Musarna (Viterbo, Latium)","Musarna (Viterbo, Latium)",excavation_site,"Musarna (Viterbo, Latium)",,,Italy,,musarnaviterbolatium,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246561 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row68 -> Table_S1!row105,ENA identifies SAMEA120246561 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MUS01; source chronology: 360AD (95.4%) 540AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Nardò “torre santa Caterina”,Nardò “torre santa Caterina”,excavation_site,Nardò “torre santa Caterina”,,,Italy,,nardòtorresantacaterina,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246576 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row91 -> Table_S1!row132,ENA identifies SAMEA120246576 as Felis catus (tax_id 9685). Exact workbook join SCAT01; source chronology: 17-18th c AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"nuraghe Flumenelongu, Sardinia","nuraghe Flumenelongu, Sardinia",excavation_site,"nuraghe Flumenelongu, Sardinia",,,Italy,,nuragheflumenelongusardinia,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246541 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row39 -> Table_S1!row81,ENA identifies SAMEA120246541 as Felis catus (tax_id 9685). Exact workbook join FLUM02; source chronology: 600AD (2.7%) 620AD / 630AD (86.2%) 690AD / 740AD ( 6.6%) 780AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Padova Via Cesare Battisti (Veneto),Padova Via Cesare Battisti (Veneto),excavation_site,Padova Via Cesare Battisti (Veneto),,,Italy,,padovaviacesarebattistiveneto,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246562 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row70 -> Table_S1!row106,ENA identifies SAMEA120246562 as Felis catus (tax_id 9685). Exact workbook join PAD01; source chronology: 1400AD (95.4%) 1440AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,2,Palatino North East slope (Rome),Palatino North East slope (Rome),excavation_site,Palatino North East slope (Rome),,,Italy,,palatinonortheastsloperome,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246567 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row77 -> Table_S1!row114,ENA identifies SAMEA120246567 as Felis catus (tax_id 9685). Exact workbook join PNE02; source chronology: 230AD (95.4%) 370AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,2,Palmela Castle,Palmela Castle,excavation_site,Palmela Castle,,,Portugal,,palmelacastle,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246563 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row71 -> Table_S1!row161,ENA identifies SAMEA120246563 as Felis catus (tax_id 9685). Exact workbook join PAL09; source chronology: 12-13th c.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Parco delle Dolomiti Lucane,Parco delle Dolomiti Lucane,excavation_site,Parco delle Dolomiti Lucane,,,Italy,,parcodelledolomitilucane,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246596 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row14,ENA identifies SAMEA120246596 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1611_Fss; source chronology: modern.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,2,"Parking 58, Brussels","Parking 58, Brussels",excavation_site,"Parking 58, Brussels",,,Belgium,,parking58brussels,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246527 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row18 -> Table_S1!row23,ENA identifies SAMEA120246527 as Felis catus (tax_id 9685). Exact workbook join BRPA24; source chronology: end 14th - 15th cent. AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Partanna C. da Capo d'acqua,Partanna C. da Capo d'acqua,excavation_site,Partanna C. da Capo d'acqua,,,Italy,,partannacdacapodacqua,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246569 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row83 -> Table_S1!row122,ENA identifies SAMEA120246569 as Felis silvestris silvestris (tax_id 463207). Exact workbook join PRN02; source chronology: Early Bronze Age.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,2,Petronell-Carnuntum,Petronell-Carnuntum,excavation_site,Petronell-Carnuntum,,,Austria,,petronellcarnuntum,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246565 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row75 -> Table_S1!row14,ENA identifies SAMEA120246565 as Felis catus (tax_id 9685). Exact workbook join PETR06; source chronology: 120AD (87.6%) 260AD / 290AD (7.8%) 320AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Pomorie, Forestry station (Поморие, горско стопанство)","Pomorie, Forestry station (Поморие, горско стопанство)",excavation_site,"Pomorie, Forestry station (Поморие, горско стопанство)",,,Bulgaria,,pomorieforestrystationпомориегорскостопанство,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246601 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row19,ENA identifies SAMEA120246601 as Felis silvestris silvestris (tax_id 463207). Exact workbook join BG16; source chronology: 20th century.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Probabilly Sicily,Probabilly Sicily,excavation_site,Probabilly Sicily,,,Italy,,probabillysicily,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246590 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row8,ENA identifies SAMEA120246590 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 78_Fss; source chronology: modern.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,3,"Roca vecchia (Melendugno, Lecce)","Roca vecchia (Melendugno, Lecce)",excavation_site,"Roca vecchia (Melendugno, Lecce)",,,Italy,,rocavecchiamelendugnolecce,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246570 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row84 -> Table_S1!row125,ENA identifies SAMEA120246570 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC01; source chronology: 1499 (84.4%) 1382 calBC / 1341 (11.1%) 1311 calBC.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Rome, S. Cecilia in Trastevere","Rome, S. Cecilia in Trastevere",excavation_site,"Rome, S. Cecilia in Trastevere",,,Italy,,romesceciliaintrastevere,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246530 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row23 -> Table_S1!row75,ENA identifies SAMEA120246530 as Felis catus (tax_id 9685). Exact workbook join CEC03; source chronology: 12-13th c AD.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Rugo Storto, Fanna, PN","Rugo Storto, Fanna, PN",excavation_site,"Rugo Storto, Fanna, PN",,,Italy,,rugostortofannapn,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246593 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row11,ENA identifies SAMEA120246593 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 997_Fss; source chronology: modern.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Sagalassos,Sagalassos,excavation_site,Sagalassos,,,Turkey,,sagalassos,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246573 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row87 -> Table_S1!row215,ENA identifies SAMEA120246573 as Felis catus (tax_id 9685). Exact workbook join SA14; source chronology: Early Byzantine.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Salzburg - Residenz,Salzburg - Residenz,excavation_site,Salzburg - Residenz,,,Austria,,salzburgresidenz,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246575 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row89 -> Table_S1!row17,ENA identifies SAMEA120246575 as Felis catus (tax_id 9685). Exact workbook join SBR01; source chronology: 15/16th centuries.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,"Saracena (Cosenza, Calabria)","Saracena (Cosenza, Calabria)",excavation_site,"Saracena (Cosenza, Calabria)",,,Italy,,saracenacosenzacalabria,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246574 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row88 -> Table_S1!row130,ENA identifies SAMEA120246574 as Felis silvestris silvestris (tax_id 463207). Exact workbook join SAR01; source chronology: Early Neolithic.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,1,Sardinia,Sardinia,excavation_site,Sardinia,,,Italy,,sardinia,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246585 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row3,ENA identifies SAMEA120246585 as Felis silvestris lybica (tax_id 61377). Exact workbook join 46_Fsl; source chronology: modern.
PRJEB81815,Felis catus,supplementary_table,sample_owned_locality,2,"Sardinia, Monte Arcosu","Sardinia, Monte Arcosu",excavation_site,"Sardinia, Monte Arcosu",,,Italy,,sardiniamontearcosu,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246586 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row4,ENA identifies SAMEA120246586 as Felis silvestris lybica (tax_id 61377). Exact workbook join 52_Fsl; source chronology: modern.
