feature_id,evidence_row_id,site_record_id,species_latin_name,species_common_name,animal_scope,support_class,support_note,locality,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_basis,coordinate_confidence,geocoding_method,geocoder_or_gazetteer,confidence_rationale,original_place_text,resolved_place_text,coordinate_source_artifact_path,coordinate_source_locator,coordinate_supplementary_source,coordinate_support_gap_note,chronology,project_accessions,primary_project_accession,sample_record_ids,sample_group_ids,source_native_taxon_labels,source_native_tax_ids,source_native_scientific_names,taxon_alignment_statuses,sample_count,sample_namespace,inclusion_statuses,inclusion_notes,paper_title,paper_doi,publication_year,journal_title,paper_url,supplementary_sources,source_artifact_path,source_artifact_kind,source_locator,source_support_status,exact_source_text,nordic_inclusion,nordic_inclusion_reason,interpretation_note
animal-atlas-feature:equus-caballus-locality-prjeb44430-acemhoyuk-turkey,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-acemhoyuk-turkey,equus_caballus:locality:prjeb44430:acemhoyuk:turkey,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Acemhoyuk,Turkey,38.411227,33.835694,38.411227,33.835694,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Acemhoyuk,Acemhoyuk,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row23,,,"{'original_text': '2240-4075 BP', 'time_start_bp': 2240, 'time_end_bp': 4075, 'time_mean_bp': 3158, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_interval', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533172;equus_caballus:sample:prjeb44430:samea9533173;equus_caballus:sample:prjeb44430:samea9533174,PRJEB44430,,,,not_reported,3,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row23,supplementary_table_row,"AC7970_Tur_m290 | 38.411227 N, 33.835694 E | Acemhoyuk | Turkey | DOM2 | settlement, Iron Age | 199632 | 2225 | 20 | -378 | -202 | 290 | 2240 | M | this study | 1 | 4 | 4 | 355377381 | 259742926 | 615120307 | - | - | - | 268.77723187499998 | 1.40326908756 | 1.0189999999999999E-3 | 0.6741155015940000",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-althiburos-tunisia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-althiburos-tunisia,equus_caballus:locality:prjeb44430:althiburos:tunisia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Althiburos,Tunisia,35.873429,8.78621,35.873429,8.78621,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Althiburos,Althiburos,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row10,,,"{'original_text': '2531-2610 BP', 'time_start_bp': 2531, 'time_end_bp': 2610, 'time_mean_bp': 2570, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_interval', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533398;equus_caballus:sample:prjeb44430:samea9533399;equus_caballus:sample:prjeb44430:samea9533400,PRJEB44430,,,,not_reported,3,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row10,supplementary_table_row,"SV19x18_Tun_m581 | 35.873429 N, 8.78621 E | Althiburos | Tunisia | DOM2 | settlement, Iron Age Middle Numidian period | 224889 | 2445 | 20 | -750 | -412 | 581 | 2531 | M | this study | 1 | 4 | 4 | 157256814 | 33287790 | 190544604 | - | - | - | 582.01312163 | 1.6759008578900001 | 1.343E-3 | 1.0094603",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-arzhani-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-arzhani-russia,equus_caballus:locality:prjeb44430:arzhani:russia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Arzhan-I,Russia,52.066389,93.5225,52.066389,93.5225,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Arzhan-I,Arzhan-I,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row174,,,"{'original_text': '2531-2804 BP', 'time_start_bp': 2531, 'time_end_bp': 2804, 'time_mean_bp': 2668, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_interval', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533176;equus_caballus:sample:prjeb44430:samea9533177;equus_caballus:sample:prjeb44430:samea9533178,PRJEB44430,,,,not_reported,3,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row174,supplementary_table_row,"Arz1x12_Rus_m854 | 52.066389 N, 93.5225 E | Arzhan-I | Russia | DOM2 | burial site, Iron Age, Early Scythian Culture | 229401 | 2695 | 20 | -900 | -807 | 854 | 2804 | M | this study | 1 | 4 | 4 | 223827461 | 52654400 | 276481861 | - | - | - | 194.86464949099999 | 5.8378637150900001 | 9.0899999999999",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-arzhanii-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-arzhanii-russia,equus_caballus:locality:prjeb44430:arzhanii:russia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Arzhan-II,Russia,52.066389,93.5225,52.066389,93.5225,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Arzhan-II,Arzhan-II,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row173,,,"{'original_text': '2600 BP', 'time_start_bp': 2600, 'time_end_bp': 2600, 'time_mean_bp': 2600, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533175,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row173,supplementary_table_row,"Arz15_Rus_m650 | 52.066389 N, 93.5225 E | Arzhan-II | Russia | DOM2 | burial site, Iron Age, Early Scythian Culture, 7th century BCE | - | - | - | - | - | 650 | 2600 | M | this study | 1 | 4 | 4 | 464260052 | 196012850 | 660272902 | - | - | - | 908.92786099499995 | 8.2417856719600007 | 6.50999999999",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-ashchisu-kazakhstan,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ashchisu-kazakhstan,equus_caballus:locality:prjeb44430:ashchisu:kazakhstan,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Ashchisu,Kazakhstan,49.916667,74.216667,49.916667,74.216667,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Ashchisu,Ashchisu,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row110,,,"{'original_text': '3704 BP', 'time_start_bp': 3704, 'time_end_bp': 3704, 'time_mean_bp': 3704, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533339,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row110,supplementary_table_row,"PKo7_Kaz_m1754 | 49.916667 N, 74.216667 E | Ashchisu | Kazakhstan | DOM2 | burial site, Bronze Age, Early Alakul Culture, 19th-18th centuries BCE | 229421 | 3430 | 20 | -1872 | -1636 | 1754 | 3704 | F | this study | 1 | 4 | 4 | 46378944 | 9377716 | 55756660 | - | - | - | 30.099940083900002 | 0.78650",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-asva-estonia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-asva-estonia,equus_caballus:locality:prjeb44430:asva:estonia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Asva,Estonia,58.410926,23.016137,58.410926,23.016137,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Asva,Asva,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row260,,,"{'original_text': '2609-2611 BP', 'time_start_bp': 2609, 'time_end_bp': 2611, 'time_mean_bp': 2610, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_interval', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533227;equus_caballus:sample:prjeb44430:samea9533228,PRJEB44430,,,,not_reported,2,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row260,supplementary_table_row,"Esto2_Est_m661 | 58.410926 N, 23.016137 E | Asva | Estonia | DOM2 | fortified settlement, Late Bronze Age | 189993 | 2510 | 20 | -776 | -545 | 661 | 2611 | F | this study | 1 | 4 | 4 | 251471504 | 23327728 | 274799232 | - | - | - | 320.399520671 | 4.8126790821599998 | 1.503E-3 | 2.9421338660099998 |",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-badpirawarth-austria,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-badpirawarth-austria,equus_caballus:locality:prjeb44430:badpirawarth:austria,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Bad Pirawarth,Austria,48.451361,16.599992,48.451361,16.599992,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Bad Pirawarth,Bad Pirawarth,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row79,,,"{'original_text': '2535 BP', 'time_start_bp': 2535, 'time_end_bp': 2535, 'time_mean_bp': 2535, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533397,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row79,supplementary_table_row,"SRNHM05_Aus_m585 | 48.451361 N, 16.599992 E | Bad Pirawarth | Austria | DOM2 | settlement, Early Bronze Age or putative later occupation | 218303 | 2455 | 30 | -755 | -414 | 585 | 2535 | F | this study | 1 | 3 | 3 | 765969907 | 123220760 | 889190667 | - | - | - | 263.44379868200002 | 2.1787524241999",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-bezno-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bezno-czechrepublic,equus_caballus:locality:prjeb44430:bezno:czechrepublic,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Březno,Czech Republic,50.35784,13.74354,50.35784,13.74354,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Březno,Březno,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row137,,,"{'original_text': '3191 BP', 'time_start_bp': 3191, 'time_end_bp': 3191, 'time_mean_bp': 3191, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533352,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row137,supplementary_table_row,"PRA27x81_Cze_m1241 | 50.35784 N, 13.74354 E | Březno | Czech Republic | DOM2 | settlement, Late Bronze Age Knoviz Culture (*8) | 208872/218462 | 3025 (2980) | 15 (15) | -1381 (-1264) | -1217 (-1127) | 1241 | 3191 | F | this study | 1 | 4 | 4 | 554004835 | 200965754 | 754970589 | - | - | - | 309.6781",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-bijkev-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bijkev-russia,equus_caballus:locality:prjeb44430:bijkev:russia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Bijke-V,Russia,51.164483,86.139367,51.164483,86.139367,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Bijke-V,Bijke-V,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row144,,,"{'original_text': '2575 BP', 'time_start_bp': 2575, 'time_end_bp': 2575, 'time_mean_bp': 2575, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533182,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row144,supplementary_table_row,"Bi5x1_Rus_m625 | 51.164483 N, 86.139367 E | Bijke-V | Russia | DOM2 | settlement, Iron Age Biyke Culture, 2nd half of 7th century BCE | - | - | - | - | - | 625 | 2575 | M | this study | 1 | 4 | 4 | 84750434 | 7820454 | 92570888 | - | - | - | 53.265488316400003 | 1.8464012298400001 | 1.062E-3 | 1.223",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-bolshekaraganskii-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bolshekaraganskii-russia,equus_caballus:locality:prjeb44430:bolshekaraganskii:russia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Bol'shekaraganskii,Russia,52.65,59.566667,52.65,59.566667,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Bol'shekaraganskii,Bol'shekaraganskii,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row184,,,"{'original_text': '3765-3901 BP', 'time_start_bp': 3765, 'time_end_bp': 3901, 'time_mean_bp': 3833, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_interval', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533411;equus_caballus:sample:prjeb44430:samea9533423;equus_caballus:sample:prjeb44430:samea9533427;equus_caballus:sample:prjeb44430:samea9533428,PRJEB44430,,,,not_reported,4,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row184,supplementary_table_row,"UR17x1_Rus_m1868 | 52.65 N, 59.566667 E | Bol'shekaraganskii | Russia | DOM2 | burial site, Bronze Age Sintashta Culture | 199251 | 3560 | 15 | -1955 | -1781 | 1868 | 3818 | M | this study | 1 | 5 | 5 | 412823833 | 354478274 | 767302107 | - | - | - | 596.18076692600005 | 3.9915045193099998 | 9.07000",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-borshoroonii-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-borshoroonii-mongolia,equus_caballus:locality:prjeb44430:borshoroonii:mongolia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Bor Shoroonii,Mongolia,46.4,100.68,46.4,100.68,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Bor Shoroonii,Bor Shoroonii,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row65,,,"{'original_text': '2608 BP', 'time_start_bp': 2608, 'time_end_bp': 2608, 'time_mean_bp': 2608, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533306,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row65,supplementary_table_row,"M17x127_Mon_m658 | 46.4 N, 100.68 E | Bor Shoroonii | Mongolia | DOM2 | burial site, Late Bronze Age Deer Stone Complex | 190020 | 2500 | 15 | -771 | -545 | 658 | 2608 | M | this study | 1 | 3 | 3 | 113656962 | 23489894 | 137146856 | - | - | - | 84.746434991000001 | 2.4549238117600001 | 8.0199999999",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-burgast-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-burgast-mongolia,equus_caballus:locality:prjeb44430:burgast:mongolia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Burgast,Mongolia,49.830833,89.99,49.830833,89.99,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Burgast,Burgast,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row109,,,"{'original_text': '3018 BP', 'time_start_bp': 3018, 'time_end_bp': 3018, 'time_mean_bp': 3018, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533255,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row109,supplementary_table_row,"GVA9042_Mon_m1068 | 49.830833 N, 89.99 E | Burgast | Mongolia | DOM2 | cemetery, Late Bronze Age Khirigsuur | - | 2885 | 25 | -1196 | -940 | 1068 | 3018 | M | this study | 1 | 4 | 4 | 241013934 | 22225762 | 263239696 | - | - | - | 189.95584182100001 | 4.9095357223400002 | 9.9099999999999991E-4 | 3.1",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-burialmoundatberezovayamountain-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-burialmoundatberezovayamountain-russia,equus_caballus:locality:prjeb44430:burialmoundatberezovayamountain:russia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Burial mound at Berezovaya mountain,Russia,52.429072,55.227878,52.429072,55.227878,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Burial mound at Berezovaya mountain,Burial mound at Berezovaya mountain,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row178,,,"{'original_text': '3799 BP', 'time_start_bp': 3799, 'time_end_bp': 3799, 'time_mean_bp': 3799, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533304,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row178,supplementary_table_row,"LOR18x62_Rus_m1849 | 52.429072 N, 55.227878 E | Burial mound at Berezovaya mountain | Russia | DOM2 | burial site, Bronze Age Sintashta Culture | 210913 | 3525 | 20 | -1930 | -1768 | 1849 | 3799 | M | this study | 1 | 3 | 3 | 831852888 | 195681274 | 1027534162 | - | - | - | 921.31893349300003 | 22.5",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
