project_accession,species_latin_name,source_surface,source_claim_scope,supporting_sample_count,original_locality_text,resolved_locality_text,locality_class,site_name,municipality_name,region_name,country_name,broader_geography,geocoding_safe_token,source_artifact_path,source_artifact_kind,source_locator,source_excerpt
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,2,Lundby I,Lundby I,excavation_site,Lundby I,,,Denmark,,lundbyi,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A36:Y36 || sample_accession:SAMEA115574456;submitted_filename_prefix:Zea1;tsv_lines:337,364,414,631,632 || sample_accession:SAMEA115574456","workbook sample Zea1 | specimen 3/1930 Hovedfelt II, P269/2021PB | locality Lundby I, Denmark | source proximal coordinates 55.3584015935903, 11.3931303537925 | source BP claim 7302 (6754-7744) | canonical BP interval [6754, 7744] | published analysis mean 7302.0 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574456 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,1,Nevishög,Nevishög,excavation_site,Nevishög,,,Sweden,,nevishög,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A34:Y34 || sample_accession:SAMEA115574441;submitted_filename_prefix:Ska1;tsv_lines:246,319,320,354,593 || sample_accession:SAMEA115574441","workbook sample Ska1 | specimen Lzzz/3362 L62 | locality Nevishög, Sweden | source proximal coordinates 55.6219, 13.2297 | source BP claim 9536-9133 | canonical BP interval [9133, 9536] | published analysis mean 9334.5 BP | normalized integer mean 9334 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574441 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,2,Novoil`inka-VI (Новоильинка-VI),Novoil`inka-VI (Новоильинка-VI),excavation_site,Novoil`inka-VI (Новоильинка-VI),,,Russia,,novoilinkaviновоильинкаvi,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A47:Y47 || sample_accession:SAMEA115574428;submitted_filename_prefix:NVL1;tsv_lines:158,256,420,561 || sample_accession:SAMEA115574428","workbook sample NVL1 | specimen 1a-001 7774 | locality Novoil`inka-VI (Новоильинка-VI), Russia | source proximal coordinates 51.669, 81.911 | source BP claim 5308-4990 | canonical BP interval [4990, 5308] | published analysis mean 5149 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Central Asia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574428 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,3,"O Courel, Galicia","O Courel, Galicia",broader_locality,"O Courel, Galicia",,,Spain,,ocourelgalicia,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A4:Y4 || sample_accession:SAMEA115574415;submitted_filename_prefix:Galicia1;tsv_lines:93,96,99,101,105,207,209,211,214,216,217,219,220,222,376,378,381,430,522,523,524,525,526,527,528,529,530,531,637,654 || sample_accession:SAMEA115574415","workbook sample Galicia1 | specimen CL34/CL69 | locality O Courel, Galicia, Spain | source proximal coordinates 43.0719383129431, -8.66097028062168 | source BP claim 9464-9035 | canonical BP interval [9035, 9464] | published analysis mean 9249.5 BP | normalized integer mean 9250 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Iberia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574415 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,1,Padova,Padova,excavation_site,Padova,,,Italy,,padova,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A39:Y39 || sample_accession:SAMEA115574430;submitted_filename_prefix:Padova1;tsv_lines:160,163,259,260,262,263,421,565,566,567 || sample_accession:SAMEA115574430","workbook sample Padova1 | specimen MGP-PD 28495 | locality Padova, Italy | source proximal coordinates 45.406241207952, 11.8823169512564 | source BP claim 14216-13793 | canonical BP interval [13793, 14216] | published analysis mean 14004.5 BP | normalized integer mean 14004 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Pleistocene Wild Italy"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574430 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,1,"Palidoro, Latium","Palidoro, Latium",excavation_site,"Palidoro, Latium",,,Italy,,palidorolatium,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A13:Y13 || sample_accession:SAMEA115574432;submitted_filename_prefix:Palidoro1;tsv_lines:166,169,171,174,177,264,266,268,269,350,568,569,570,571 || sample_accession:SAMEA115574432","workbook sample Palidoro1 | specimen Palidoro | locality Palidoro, Latium, Italy | source proximal coordinates 41.9268766840193, 12.1784197861236 | source BP claim 18236-17798 | canonical BP interval [17798, 18236] | published analysis mean 18017 BP | source taxonomy Bos primigenius | population label ""Pleistocene Wild Italy"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574432 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,2,Roshchinskoe,Roshchinskoe,excavation_site,Roshchinskoe,,,Kazakhstan,,roshchinskoe,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,Supplementary Data 1!A46:Y46 || sample_accession:SAMEA115574436;submitted_filename_prefix:ROS001;tsv_lines:647 || sample_accession:SAMEA115574436,"workbook sample ROS001 | specimen ROS001 | locality Roshchinskoe, Kazakhstan | source proximal coordinates 54.1452769675404, 69.1937753660588 | source BP claim 5465-5298 | canonical BP interval [5298, 5465] | published analysis mean 5381.5 BP | normalized integer mean 5382 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Central Asia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574436 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,1,Skåne,Skåne,excavation_site,Skåne,,,Sweden,,skåne,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A33:Y33 || sample_accession:SAMEA115574442;submitted_filename_prefix:Ska3;tsv_lines:248,251,648 || sample_accession:SAMEA115574442","workbook sample Ska3 | specimen Lzzz/3284 L84 | locality Skåne, Sweden | source proximal coordinates 55.8476269883224, 13.8093770947441 | source BP claim 9657-9434 | canonical BP interval [9434, 9657] | published analysis mean 9545.5 BP | normalized integer mean 9546 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574442 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,1,Trier-Brüderkrankenhaus,Trier-Brüderkrankenhaus,excavation_site,Trier-Brüderkrankenhaus,,,Germany,,trierbrüderkrankenhaus,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A17:Y17 || sample_accession:SAMEA115574445;submitted_filename_prefix:Tri1;tsv_lines:50,51,52,53,54,156,157,159,161,162,164,165,167,359,488,489,490,491,492,493,494,495,496,497,498 || sample_accession:SAMEA115574445","workbook sample Tri1 | source specimen ID unavailable | locality Trier-Brüderkrankenhaus, Germany | source proximal coordinates 49.75, 6.633333 | source BP claim 10217-9902 | canonical BP interval [9902, 10217] | published analysis mean 10059.5 BP | normalized integer mean 10060 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Germany"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574445 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,1,Tula district,Tula district,excavation_site,Tula district,,,Russia,,tuladistrict,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A10:Y10 || sample_accession:SAMEA115574446;submitted_filename_prefix:Tula1;tsv_lines:252,254,257,261,265,322,324,326,328,330,332,334,336,338,340,341,343,345,347,349,351,353,355,357,358,360,393,395,397,424,435,594,595,596,597,598,599,600,601,602,603,604,605,606,659,660 || sample_accession:SAMEA115574446","workbook sample Tula1 | specimen TYR1/11159 | locality Tula district, Russia | source proximal coordinates 54.1927677001745, 37.6054675840347 | source BP claim 42386-40672 | canonical BP interval [40672, 42386] | published analysis mean 41529 BP | source taxonomy Bos primigenius | population label ""Pre-LGM North Asia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574446 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,3,Upper Rhine Valley,Upper Rhine Valley,excavation_site,Upper Rhine Valley,,,Germany,,upperrhinevalley,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A24:Y24 || sample_accession:SAMEA115574433;submitted_filename_prefix:Rhi1;tsv_lines:180,182,271,273,274,275,277,278,572,573,574,575,576,644 || sample_accession:SAMEA115574433","workbook sample Rhi1 | specimen Eich | locality Upper Rhine Valley, Germany | source proximal coordinates 51.6188100745602, 9.66938943552029 | source BP claim 51080 (45005-68764) | canonical BP interval [45005, 68764] | published analysis mean 51080.0 BP | source taxonomy Bos primigenius | population label ""Pre-LGM Europe"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574433 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,1,Uralsk,Uralsk,excavation_site,Uralsk,,,Kazakhstan,,uralsk,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A43:Y43 || sample_accession:SAMEA115574447;submitted_filename_prefix:Uralsk1;tsv_lines:267,270,272,276,279,281,361,399,400,436,437,607,661,662,663 || sample_accession:SAMEA115574447","workbook sample Uralsk1 | specimen 504/101 | locality Uralsk, Kazakhstan | source proximal coordinates 51.2309114639256, 51.3777185929244 | source chronology unavailable: workbook date fields are empty | source taxonomy Bos primigenius | population label ""Holocene Wild Pontic-Caspian Steppe"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574447 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,2,Varfolomeevka,Varfolomeevka,excavation_site,Varfolomeevka,,,Russia,,varfolomeevka,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A9:Y9 || sample_accession:SAMEA115574449;submitted_filename_prefix:Var1;tsv_lines:293,294,295,297,299,374,375,377,379,612,613,614,650 || sample_accession:SAMEA115574449","workbook sample Var1 | specimen 2494/2600 | locality Varfolomeevka, Russia | source proximal coordinates 51.6301587756887, 49.6658507598358 | source BP claim 7567-7426 | canonical BP interval [7426, 7567] | published analysis mean 7496.5 BP | normalized integer mean 7496 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Pontic-Caspian Steppe"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574449 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,2,Vratsa,Vratsa,excavation_site,Vratsa,,,Bulgaria,,vratsa,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A6:Y6 || sample_accession:SAMEA115574452;submitted_filename_prefix:Vratsa1;tsv_lines:309,311,314,316,318,321,323,398,401,402,403,404,405,406,407,408,409,438,439,622,623,624,625,626,627,651,664,665 || sample_accession:SAMEA115574452","workbook sample Vratsa1 | specimen Sivushka | locality Vratsa, Bulgaria | source proximal coordinates 42.9726491502666, 24.118494664326 | source BP claim 6184-5932 | canonical BP interval [5932, 6184] | published analysis mean 6058 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Balkans"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574452 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,supplementary_table,sample_owned_locality,1,Yorkshire,Yorkshire,excavation_site,Yorkshire,,,Britain,,yorkshire,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A8:Y8 || sample_accession:SAMEA115574455;submitted_filename_prefix:YoA;tsv_lines:331,333,335,412,413,629,630,653 || sample_accession:SAMEA115574455","workbook sample YoA | specimen AM112 | locality Yorkshire, Britain | source proximal coordinates 54.1101, -2.2914 | source BP claim 4835-4584 | canonical BP interval [4584, 4835] | published analysis mean 4709.5 BP | normalized integer mean 4710 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Britain"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574455 as Bos primigenius (tax_id 9909)."
PRJEB75467,Bos taurus,tracked_source_artifact,project_context_site,10,,,unresolved,,,,,,,,,,
